,acorn,bamboo,beach,cactus,cave,cliff,cloud,desert,fire,flower,forest,garden,grass,hay,hole,island,lava,leaf,lightning,moon,mountain,mushroom,nest,palm tree,pearl,plant,rain,rainbow,river,rock,roots,seaweed,smoke,snowflake,star,stem,sun,sunflower,tornado,tree,volcano,waterfall,wave
forest,0.2607264714835187,0.3542415843524205,0.3297092990177506,0.2874703076603864,0.3871497806452392,0.34063830368253667,0.3546836398813893,0.4066981024224412,0.4245463564923644,0.4481628186837705,1.0,0.3574711088425421,0.3434116920120276,0.2711275110369391,0.4177537503581401,0.3542626183579438,0.26988243816690405,0.38775622037954227,0.36542163272127004,0.3966799630926612,0.44379794218078106,0.37617005419222593,0.27249850055271563,0.32024175039820935,0.2572101802397495,0.409884421560625,0.4105368728026667,0.37219529026095577,0.41517770479099225,0.28590712128053564,0.2876022282459282,0.2006998543055578,0.3419936277155241,0.23162412330586812,0.3059542862053728,0.24041758224204646,0.3194020175231307,0.24116781685775757,0.2519839564901969,0.5431153235480954,0.24938987103541976,0.2674783430342409,0.3173408894652665
garden,0.1517468947475238,0.3157909885775638,0.3981591369619213,0.2907783674148813,0.3377317845822867,0.2878289668427555,0.31389760285644686,0.3176792167108998,0.329552925994411,0.45844168629782045,0.3574711088425421,1.0,0.4949319995530024,0.3417937475277468,0.34959152160806317,0.42424633199550643,0.2046282574288092,0.3877129136288897,0.25120869039733873,0.2927478036017339,0.35462097441196594,0.32193336704507935,0.34425310479707083,0.2644220220283824,0.26806432024709315,0.5067013861217358,0.36880437366069074,0.31391893162902607,0.2990522739874655,0.29960916282716565,0.23367933553707831,0.2411477142591163,0.3088026261017476,0.29022567250056386,0.3284394807728722,0.2616803471130923,0.4555657433336848,0.36556680240993655,0.2311206712618381,0.4382685189451073,0.13427407138298597,0.17873034291363665,0.25998531509598455
grass,0.18777334389790568,0.38028895020666187,0.3498822407906449,0.40036466442541596,0.24910166601747452,0.2645896865414885,0.3659319208045775,0.38015006238938875,0.39178201983158023,0.38588497696777957,0.3434116920120276,0.4949319995530024,1.0,0.5095490392153983,0.20978025777152998,0.29378641292056473,0.4323453661097547,0.4809468130502099,0.30114622806537594,0.26152534706191877,0.3618307019356648,0.3709651180611174,0.21216887162157416,0.2993866529125939,0.18108925258444086,0.4965581216899172,0.44267092700935384,0.30176643984910345,0.2931666990764835,0.35914648457042087,0.26898939722922566,0.4071586375900871,0.37383804133371246,0.3220039507351764,0.25783222940838413,0.29413516184262645,0.4462676916585855,0.375785288241431,0.31182685001254307,0.4794971496107667,0.2978322630261274,0.27033768180941986,0.32670401642167346
hay,0.18830102969158935,0.20763871528220068,0.24717126968948744,0.32808408066442496,0.1917070582701923,0.21509646857345377,0.2645825101928213,0.3755825608244189,0.40920742214458705,0.26033488013609407,0.2711275110369391,0.3417937475277468,0.5095490392153983,1.0,0.3187752112079616,0.28750956958150375,0.28716144403442545,0.33532070972294725,0.1881583738194912,0.19934246482246354,0.27300075547893743,0.22115963725102605,0.2698702992205062,0.17651862526158713,0.24205109862726215,0.375914306878816,0.4036301443972051,0.32953076087062994,0.24988387681080793,0.36309225942474677,0.21175211523952897,0.22079102750814905,0.3216035304937196,0.23090332921847057,0.24468397877636228,0.23761522629865872,0.35657803518084985,0.2909889329887967,0.27334127581843737,0.37272519217881295,0.20996776920550753,0.2279490921732703,0.2849878844364624
hole,0.25621902554805875,0.20198695381243115,0.23463575297533035,0.29270687141695206,0.3599062771167847,0.34698354533423126,0.3207596808298371,0.3807149488311279,0.41771360389739254,0.37820107869724007,0.4177537503581401,0.34959152160806317,0.20978025777152998,0.3187752112079616,0.9999999999999998,0.37860961494033973,0.25169114595582875,0.3115542354054748,0.3148034612345556,0.3102484903590985,0.3272739739243977,0.2724550304906237,0.34935832391475174,0.18513955370852886,0.34684675265982223,0.37130083647808343,0.3919774210141094,0.32176802974531094,0.370056924035312,0.3472427503466239,0.2797618332639278,0.188976744526287,0.4382427246311371,0.28000635763964765,0.39061903705145373,0.2913317922316496,0.32242377442163594,0.25789225529883564,0.24569981186112155,0.36018435600628484,0.21798571651932164,0.3505011050721679,0.3042098277868768
island,0.2042740361346015,0.17472351979228895,0.5015157359264236,0.20179618578602954,0.36676040370034,0.43739661646225425,0.2831987731813269,0.3221660962976821,0.3054032022089871,0.274484912410096,0.3542626183579438,0.42424633199550643,0.29378641292056473,0.28750956958150375,0.37860961494033973,1.0,0.33444153150932987,0.35952100571126433,0.16767317120483716,0.2960441884489333,0.44084399695078,0.14872365920941855,0.36671415857175593,0.3836926579899147,0.34654214154590623,0.41689645967114985,0.3337753585139187,0.3112078291717235,0.31283982264479615,0.39131511730757196,0.30330744962525424,0.31191826920048804,0.28577600295573036,0.30536818156026224,0.2800558139867494,0.2063404966553143,0.4455296818827801,0.284012330919617,0.18782165094895087,0.4169588406437732,0.3947896647652738,0.3383877087778482,0.3635513684451974
lava,0.264313860873861,0.32822386530652314,0.3240544230651202,0.35572388606431826,0.39948104611743185,0.37126021984183133,0.3127333299080176,0.46585221602081783,0.4995260298305444,0.14578068662582255,0.26988243816690405,0.2046282574288092,0.4323453661097547,0.28716144403442545,0.25169114595582875,0.33444153150932987,1.0,0.2741556218652206,0.36172639414914753,0.2817186476030944,0.4292411205795381,0.32211476625215174,0.1994758164671463,0.30714423295735704,0.23652267262689008,0.32274350238028204,0.35973336084714247,0.32383316359497294,0.3304970749181637,0.3749464583073925,0.2471399366095569,0.3130393065048882,0.33077050139503383,0.290919271765411,0.2998467030132932,0.2567561115291984,0.34148294192719963,0.16634639903012993,0.2840213550467121,0.32126597199706675,0.6100131964151103,0.3636701742056425,0.38310646998330367
leaf,0.24707459357644224,0.3843320901043791,0.316516544663335,0.28741449335067626,0.1806239857032551,0.3809403693034288,0.4150355640129677,0.3363639124733214,0.44747793235730793,0.4633915040800112,0.38775622037954227,0.3877129136288897,0.4809468130502099,0.33532070972294725,0.3115542354054748,0.35952100571126433,0.2741556218652206,1.0,0.39148989066610496,0.18713048274612998,0.363031478937048,0.33607338656023533,0.28757092819012764,0.49073026510234485,0.2709491465932097,0.5579995329441423,0.389166718051012,0.335283146960043,0.35469054935880917,0.28802472789569866,0.33693423689371105,0.4093396104240006,0.3907433030820108,0.2924560376965969,0.32028064670184664,0.44880098289607273,0.41687225750308987,0.3665449870702344,0.30445634057268744,0.5920033460194114,0.2983011038293958,0.3449159529216207,0.3470642850049266
lightning,0.26446436920634186,0.3498291597699692,0.24217245559419442,0.17729552174906926,0.2664394725947533,0.3440744966691218,0.5226652670280111,0.24831200367309225,0.4935226603554199,0.34786057817016947,0.36542163272127004,0.25120869039733873,0.30114622806537594,0.1881583738194912,0.3148034612345556,0.16767317120483716,0.36172639414914753,0.39148989066610496,0.9999999999999999,0.33804896208150503,0.3808185390383303,0.34666901769385083,0.22612690541373404,0.2384067544582763,0.22947469061230064,0.29539348473590143,0.480142967721367,0.40434625578924455,0.33733590116314116,0.2729532599133031,0.23469059342572918,0.284192443722465,0.33617051535549336,0.3007214908571014,0.39427628187654495,0.24639916137046913,0.4026860021445603,0.23626740376159172,0.4477198360157082,0.40209683212629466,0.3814847187510454,0.3115858427484427,0.400928907554413
moon,0.19515491280717434,0.2182590430640825,0.27011939449767663,0.26214790654975584,0.37007921993747117,0.3742613195011457,0.38533808293712746,0.3366990868376766,0.32185815531281436,0.35167166175574205,0.3966799630926612,0.2927478036017339,0.26152534706191877,0.19934246482246354,0.3102484903590985,0.2960441884489333,0.2817186476030944,0.18713048274612998,0.33804896208150503,1.0,0.41412116030897717,0.21964979716641708,0.23701743793343588,0.20412013143844443,0.3142286146023623,0.35017736081445294,0.38932663410070434,0.34597353090108407,0.3218434499974201,0.35634113428273284,0.2395824460176157,0.22205865653749135,0.37627873719464,0.3688561816655038,0.45147579692085404,0.22512729881697702,0.5044639145083001,0.2891656821949897,0.23245538047551528,0.2797823434312381,0.22648566196311037,0.2399414691459607,0.4186608408923034
mountain,0.23078177325094995,0.3050233450436467,0.413002398901658,0.282621019113811,0.44213764699476577,0.5350755192171923,0.5018234150868885,0.3891922745836238,0.310743535230956,0.32381272064495426,0.44379794218078106,0.35462097441196594,0.3618307019356648,0.27300075547893743,0.3272739739243977,0.44084399695078,0.4292411205795381,0.363031478937048,0.3808185390383303,0.41412116030897717,1.0,0.3309668497702971,0.2625577215821959,0.3101112428347852,0.2926231046530364,0.42908920356787916,0.3783901832334058,0.34461654137135256,0.4002353361251151,0.43745998153829546,0.36211276050133767,0.2739895092415806,0.30760890465240465,0.33635139301348893,0.291504599444649,0.30424731412463046,0.45742559653452086,0.30751620187257456,0.30217040803482,0.4247499095774243,0.4749286575035443,0.34370012498375313,0.3052117518342997
mushroom,0.3060912792251348,0.3234720862546939,0.11257761613316342,0.2577150421401312,0.33384996479020057,0.2993957740407611,0.24775523772717856,0.2873362591421036,0.18588932536731484,0.2957450089194277,0.37617005419222593,0.32193336704507935,0.3709651180611174,0.22115963725102605,0.2724550304906237,0.14872365920941855,0.32211476625215174,0.33607338656023533,0.34666901769385083,0.21964979716641708,0.3309668497702971,0.9999999999999999,0.13952525632086132,0.2917158003531999,0.24325348726628282,0.30364403096420944,0.23107811268220468,0.2728178265060096,0.2558165381501627,0.09573296521918762,0.2066298286708802,0.34270725195998897,0.1824911727316716,0.18024396671180387,0.19123992471202045,0.28181468606471904,0.2394206741469923,0.26034950710652915,0.19253577504934372,0.3135467038655959,0.21618494497524132,0.2872077261549666,0.19807999259365827
nest,0.2566022138420109,0.17948952180574995,0.28423743249063216,0.20034046524024873,0.31542435921146594,0.24838128487817712,0.2415660181081607,0.24044200972978746,0.30957158269452734,0.26965698963215323,0.27249850055271563,0.34425310479707083,0.21216887162157416,0.2698702992205062,0.34935832391475174,0.36671415857175593,0.1994758164671463,0.28757092819012764,0.22612690541373404,0.23701743793343588,0.2625577215821959,0.13952525632086132,1.0,0.1927782892526304,0.2845896701715044,0.37124584280643536,0.1928716940578663,0.2698519023092736,0.22238131848497122,0.3182709376103736,0.2534054725033892,0.01769060235938935,0.33942547783073884,0.20598731429063366,0.2378883586479772,0.2312196057493392,0.3134851029184359,0.24461081011197816,0.27296722673572826,0.35292443198421075,0.11832953258245027,0.18281834613758563,0.28936444625847857
palm tree,0.22486749600550848,0.34405139099660964,0.3878295345489573,0.33587619213011877,0.23347839748521182,0.4014900386289437,0.26908921801582686,0.39139106710479576,0.3063893278476649,0.29838151884112696,0.32024175039820935,0.2644220220283824,0.2993866529125939,0.17651862526158713,0.18513955370852886,0.3836926579899147,0.30714423295735704,0.49073026510234485,0.2384067544582763,0.20412013143844443,0.3101112428347852,0.2917158003531999,0.1927782892526304,1.0,0.2059126773262575,0.4299288284393338,0.27558124428489794,0.21709407917965606,0.26896429898404395,0.23547694186310175,0.3816405688992185,0.3036202477633487,0.30369913640769974,0.3047685002193907,0.2289025332896344,0.4088130702701901,0.37640728472251517,0.3457129289728711,0.30227909180739765,0.5847205007090418,0.33580028656779837,0.3105041802608276,0.4355092441337929
pearl,0.24042746871327814,0.2968665887766301,0.2682462252763964,0.2386496598636313,0.27518118089142796,0.3008490635046208,0.24108472623187904,0.1975720488022249,0.3150577528739148,0.38300849947937754,0.2572101802397495,0.26806432024709315,0.18108925258444086,0.24205109862726215,0.34684675265982223,0.34654214154590623,0.23652267262689008,0.2709491465932097,0.22947469061230064,0.3142286146023623,0.2926231046530364,0.24325348726628282,0.2845896701715044,0.2059126773262575,1.0,0.34458652371142096,0.2899905488055454,0.40869744235894223,0.3555902317417421,0.3460776697544201,0.29202293095396414,0.24815478361030663,0.26633178835058924,0.22628606812153462,0.2796171959802205,0.2116504410144947,0.3037402285967914,0.3182909005472935,0.248022479580423,0.31645347273022995,0.1870597125920601,0.2924155980552028,0.30305530051687035
plant,0.1974927338045901,0.41718592327907156,0.3775685893925609,0.42740827376447155,0.28025961592755355,0.3057310139545666,0.3907995596884677,0.36848085371107153,0.427524472597576,0.5736327203110958,0.409884421560625,0.5067013861217358,0.4965581216899172,0.375914306878816,0.37130083647808343,0.41689645967114985,0.32274350238028204,0.5579995329441423,0.29539348473590143,0.35017736081445294,0.42908920356787916,0.30364403096420944,0.37124584280643536,0.4299288284393338,0.34458652371142096,1.0,0.38682860075818515,0.2979569231422836,0.4056591117623556,0.400199656108181,0.4438358005724543,0.325059896663921,0.4030053179430071,0.32959625490372857,0.28873402136222936,0.4766373899215752,0.4627067618216998,0.36306916802243716,0.3406704965374385,0.5815827867397023,0.2385238704335233,0.26763029987920395,0.37161506174030234
rain,0.2450793174779422,0.33239449877979244,0.36152808126712654,0.33439148978717914,0.26574454391071867,0.37021664195487836,0.5078541586470804,0.43944329766025036,0.40204917872114176,0.37409281534312067,0.4105368728026667,0.36880437366069074,0.44267092700935384,0.4036301443972051,0.3919774210141094,0.3337753585139187,0.35973336084714247,0.389166718051012,0.480142967721367,0.38932663410070434,0.3783901832334058,0.23107811268220468,0.1928716940578663,0.27558124428489794,0.2899905488055454,0.38682860075818515,1.0,0.4602818863032454,0.4812832993272038,0.409594106643818,0.32499655214287904,0.2923781266002756,0.39431257953799237,0.34595789213537986,0.31133668585274354,0.3300636172137068,0.46840649465732764,0.29876519786244726,0.4475332713132688,0.4301038158459187,0.29727123580524184,0.44978213236536235,0.4480908134658653
rainbow,0.2424330486210553,0.36949613444909346,0.33020600610296746,0.3132863130237361,0.19416524205789354,0.34181824142294115,0.45965994131932864,0.36914880694665,0.3656499812842018,0.23824853743265018,0.37219529026095577,0.31391893162902607,0.30176643984910345,0.32953076087062994,0.32176802974531094,0.3112078291717235,0.32383316359497294,0.335283146960043,0.40434625578924455,0.34597353090108407,0.34461654137135256,0.2728178265060096,0.2698519023092736,0.21709407917965606,0.40869744235894223,0.2979569231422836,0.4602818863032454,1.0,0.39342015402438246,0.39139581331884377,0.23890281584797401,0.30541024222820945,0.33798312317992973,0.2919471272804872,0.41932521722585603,0.20509021921502546,0.42145557931957844,0.24493523644476778,0.298737775713248,0.4248503552837306,0.22374078296930944,0.3475222740499784,0.40742991357928227
river,0.08926322233464057,0.4171321108845488,0.4240103027130073,0.3083477202490401,0.25853488822049653,0.42141051241489613,0.38639360499497144,0.37850367665540785,0.3935753710053682,0.31666563147342663,0.41517770479099225,0.2990522739874655,0.2931666990764835,0.24988387681080793,0.370056924035312,0.31283982264479615,0.3304970749181637,0.35469054935880917,0.33733590116314116,0.3218434499974201,0.4002353361251151,0.2558165381501627,0.22238131848497122,0.26896429898404395,0.3555902317417421,0.4056591117623556,0.4812832993272038,0.39342015402438246,1.0,0.4271569840871998,0.27451561493989296,0.2509622357523519,0.39296911627575537,0.2750707968152324,0.37985746190581804,0.27212741387748773,0.40021692411957155,0.24974402258261208,0.3427473726360667,0.4008550259463821,0.19492209616151357,0.4826137363483505,0.38653914267760636
rock,0.21499255103185577,0.3151640037069081,0.4238769319930984,0.345490127850826,0.33154965556728344,0.4364197126229714,0.3547447177668437,0.38432846077004257,0.44260270571444527,0.24947457254197758,0.28590712128053564,0.29960916282716565,0.35914648457042087,0.36309225942474677,0.3472427503466239,0.39131511730757196,0.3749464583073925,0.28802472789569866,0.2729532599133031,0.35634113428273284,0.43745998153829546,0.09573296521918762,0.3182709376103736,0.23547694186310175,0.3460776697544201,0.400199656108181,0.409594106643818,0.39139581331884377,0.4271569840871998,1.0,0.3280992211634699,0.1303243083862632,0.41986074670357,0.2795227181110773,0.4605402411183792,0.24124211862860134,0.44236374950355395,0.23345387254750305,0.30272065085460276,0.3239830792520937,0.25696161504116644,0.35797608801539027,0.41420681993704445
roots,0.3381374553328377,0.3615005461656893,0.2810971907483737,0.27956359620732485,0.283262953853225,0.36717466953595146,0.2427537674721718,0.2490384434809092,0.2732334217143493,0.25461561030112567,0.2876022282459282,0.23367933553707831,0.26898939722922566,0.21175211523952897,0.2797618332639278,0.30330744962525424,0.2471399366095569,0.33693423689371105,0.23469059342572918,0.2395824460176157,0.36211276050133767,0.2066298286708802,0.2534054725033892,0.3816405688992185,0.29202293095396414,0.4438358005724543,0.32499655214287904,0.23890281584797401,0.27451561493989296,0.3280992211634699,0.9999999999999999,0.31949760394280247,0.2514403075056094,0.22871962311971827,0.14083658977149538,0.43413883142992504,0.3280083381948635,0.3520082625355212,0.1784216071084901,0.35451876615969513,0.18213265205813456,0.2951393210829564,0.3101062889709565
seaweed,0.25486110912664306,0.4205818712537428,0.33194161737184813,0.2480248422217145,0.13087344328923867,0.24444276905218798,0.30165746462232,0.2068109339479287,0.18337652444731078,0.22005672596591108,0.2006998543055578,0.2411477142591163,0.4071586375900871,0.22079102750814905,0.188976744526287,0.31191826920048804,0.3130393065048882,0.4093396104240006,0.284192443722465,0.22205865653749135,0.2739895092415806,0.34270725195998897,0.01769060235938935,0.3036202477633487,0.24815478361030663,0.325059896663921,0.2923781266002756,0.30541024222820945,0.2509622357523519,0.1303243083862632,0.31949760394280247,1.0,0.23421072168308732,0.1999090097092907,0.1886832019389657,0.34845899429922844,0.24832424723229485,0.34230797409165414,0.1961206885486122,0.27950369777617423,0.3028081679363629,0.3142387369225277,0.27540413328691216
smoke,0.17962660665449637,0.2166475876727677,0.33907380355683403,0.21989679903467674,0.27671080607489373,0.34686949809706813,0.39523417543359274,0.3159337590046123,0.5604156840296394,0.3458440192640637,0.3419936277155241,0.3088026261017476,0.37383804133371246,0.3216035304937196,0.4382427246311371,0.28577600295573036,0.33077050139503383,0.3907433030820108,0.33617051535549336,0.37627873719464,0.30760890465240465,0.1824911727316716,0.33942547783073884,0.30369913640769974,0.26633178835058924,0.4030053179430071,0.39431257953799237,0.33798312317992973,0.39296911627575537,0.41986074670357,0.2514403075056094,0.23421072168308732,1.0,0.22384022708707652,0.35346088654579044,0.32190497508094873,0.3997511640949163,0.2613942442414354,0.32810856390738086,0.4588313404746587,0.2714711935544607,0.3224652260538172,0.4638585166279725
snowflake,0.2581331350606959,0.23384900860159608,0.3432310409931085,0.31512411397305606,0.20378930879522283,0.23545063698881208,0.4024974720155329,0.2738721232318362,0.2919440222971441,0.37599627058712226,0.23162412330586812,0.29022567250056386,0.3220039507351764,0.23090332921847057,0.28000635763964765,0.30536818156026224,0.290919271765411,0.2924560376965969,0.3007214908571014,0.3688561816655038,0.33635139301348893,0.18024396671180387,0.20598731429063366,0.3047685002193907,0.22628606812153462,0.32959625490372857,0.34595789213537986,0.2919471272804872,0.2750707968152324,0.2795227181110773,0.22871962311971827,0.1999090097092907,0.22384022708707652,1.0,0.30581939254077684,0.3032316760996516,0.38852889814746405,0.29261636007317726,0.26218246198763207,0.3452865922771384,0.25782225315496177,0.28622185559218827,0.3529177019872345
star,0.1665261371329566,0.24672641498688774,0.3323423714613707,0.24812886202466633,0.16137840765452194,0.28945441679769424,0.37403843632089573,0.32972451857949836,0.47161752951425195,0.39205006359380534,0.3059542862053728,0.3284394807728722,0.25783222940838413,0.24468397877636228,0.39061903705145373,0.2800558139867494,0.2998467030132932,0.32028064670184664,0.39427628187654495,0.45147579692085404,0.291504599444649,0.19123992471202045,0.2378883586479772,0.2289025332896344,0.2796171959802205,0.28873402136222936,0.31133668585274354,0.41932521722585603,0.37985746190581804,0.4605402411183792,0.14083658977149538,0.1886832019389657,0.35346088654579044,0.30581939254077684,1.0,0.18592694978397883,0.5195171085356084,0.27455493526013175,0.2846795027004394,0.34777150496761444,0.1822264711599274,0.24381210090410654,0.3333133158468824
