ItemNumber,Image,Audio,NormName,NameAgr,FrqPerMil.Log10,LOG10(SUBTLWF +1),SUBTLWF +1,SUBTLWF,VisComp,Length,IPA,AltPro,Morphemes,Syllables,Target,First Phoneme,CategoryName,Category-Level Cohesion,Item-Level Cohesion
12,apron_12_mono.jpg,apron_12_mono.wav,apron,1,0.564666064,0.56427143,3.666666667,2.666666667,3,5,epr?n,ep?rn,1,2,apron,e,Accessories,0.199736666,0.333217903
22,backpack_22_cmpd.jpg,backpack_22_cmpd.wav,backpack,1,0.667452953,0.66717817,4.647058824,3.647058824,3.333333333,6,bækpæk,,2,2,backpack,b,Accessories,0.283939965,0.355084718
805,bandana_805_mono.jpg,bandana_805_mono.wav,bandana,0.8,0.091770373,0.091770373,1.235294118,0.235294118,3,7,bændæn?,,1,3,bandana,b,Accessories,0.335529662,0.416345425
47,belt_47_mono.jpg,belt_47_mono.wav,belt,1,1.403977964,1.404028349,25.35294118,24.35294118,2.272727273,4,b?lt,,1,1,belt,b,Accessories,0.342733785,0.371042877
49,bib_49_mono.jpg,bib_49_mono.wav,bib,0.8,0.173186268,0.173243416,1.490196078,0.490196078,2.4,3,b?b,,1,1,bib,b,Accessories,0.244414954,0.383288375
811,bracelet_811_mono.jpg,bracelet_811_mono.wav,bracelet,0.95,0.944676165,0.944676165,8.803921569,7.803921569,2.4,7,bresl?t,,1,2,bracelet,b,Accessories,0.409139891,0.404897596
96,cane_96_mono.jpg,cane_96_mono.wav,cane,0.95,0.969881644,0.970036777,9.333333333,8.333333333,2,3,ken,,1,1,cane,k,Accessories,0.243258037,0.327935363
103,cast_103_mono.jpg,cast_103_mono.wav,cast,0.95,1.382737266,1.382687877,24.1372549,23.1372549,2.2,4,kæst,,1,1,cast,k,Accessories,0.307898395,0.310370905
818,collar_818_mono.jpg,collar_818_mono.wav,collar,0.9,1.061067925,1.061067925,11.50980392,10.50980392,2.111111111,5,k?l?r,,1,2,collar,k,Accessories,0.37980795,0.419545363
153,crutches_153_mono.jpg,crutches_153_mono.wav,crutches,1,0.419955748,0.419534622,2.62745098,1.62745098,1,4,kr?t?,,1,1,crutches,k,Accessories,0.165926659,0.288701155
820,diaper_820_mono.jpg,diaper_820_mono.wav,diaper,1,0.722182104,0.722182104,5.274509804,4.274509804,1.666666667,5,da?p?r,,1,2,diaper,d,Accessories,0.078939115,0.314813643
629,earmuffs_629_cmpd.jpg,earmuffs_629_cmpd.wav,earmuffs,0.95,0.35320432,0.124938737,1.333333333,0.333333333,2.4,6,irm?fs,,2,2,earmuffs,ir,Accessories,0.325909296,0.389531607
821,earrings_821_mono.jpg,earrings_821_mono.wav,earrings,1,0.853531208,0.853531208,7.137254902,6.137254902,2.777777778,4,ir??,,2,2,earrings,ir,Accessories,0.343639266,0.37142772
232,glasses_232_mono.jpg,glasses_232_mono.wav,glasses,0.8,1.533009022,1.532979072,34.11764706,33.11764706,1.25,6,?læs?z,,1,2,glasses,?,Accessories,0.303662262,0.358855733
234,glove_234_mono.jpg,glove_234_mono.wav,glove,1,1.045322979,1.045246255,11.09803922,10.09803922,1.923076923,4,?l?v,,1,1,glove,?,Accessories,0.235256828,0.340153019
248,handcuffs_248_cmpd.jpg,handcuffs_248_cmpd.wav,handcuffs,0.9,0.789580712,0.789359472,6.156862745,5.156862745,1.266666667,6,hænk?f,hændk?f,2,2,handcuffs,h,Accessories,0.288857709,0.362505246
251,hat_251_mono.jpg,hat_251_mono.wav,hat,0.8,1.814114356,1.814090839,65.17647059,64.17647059,2.777777778,3,hæt,,1,1,hat,h,Accessories,0.323188865,0.380109109
256,helmet_256_mono.jpg,helmet_256_mono.wav,helmet,1,1.019946682,1.019971081,10.47058824,9.470588235,2.384615385,6,h?lm?t,,1,2,helmet,h,Accessories,0.165776603,0.352000502
353,necklace_353_cmpd.jpg,necklace_353_cmpd.wav,necklace,1,1.031408464,1.031210382,10.74509804,9.745098039,2.818181818,6,n?kl?s,,2,2,necklace,n,Accessories,0.35988983,0.412098273
392,pipe_392_mono.jpg,pipe_392_mono.wav,pipe,0.85,1.309417226,1.309463163,20.39215686,19.39215686,3,3,pa?p,,1,1,pipe,p,Accessories,0.348962846,0.335403711
408,purse_408_mono.jpg,purse_408_mono.wav,purse,1,1.317227349,1.317325784,20.76470588,19.76470588,2.272727273,4,p?rs,,1,1,purse,p,Accessories,0.415908158,0.409216094
426,ring_426_mono.jpg,ring_426_mono.wav,ring,0.95,1.971971276,1.971948568,93.74509804,92.74509804,3.461538462,3,r??,,1,1,ring,r,Accessories,0.308833129,0.378270161
451,scarf_451_mono.jpg,scarf_451_mono.wav,scarf,0.95,0.755112266,0.754827822,5.68627451,4.68627451,3.666666667,5,sk?rf,,1,1,scarf,s,Accessories,0.284892417,0.411237498
515,sunglasses_515_cmpd.jpg,sunglasses_515_cmpd.wav,sunglasses,0.95,0.693726949,0.693830365,4.941176471,3.941176471,1.6,9,s?n?læs?z,,2,3,sunglasses,s,Accessories,0.247087218,0.362846276
517,suspenders_517_mono.jpg,suspenders_517_mono.wav,suspenders,0.95,0.264817823,0.265557678,1.843137255,0.843137255,1.888888889,10,s?sp?nd?rz,,1,3,suspenders,s,Accessories,0.393151422,0.374586705
860,tiara_860_mono.jpg,tiara_860_mono.wav,tiara,0.8,0.444718168,0.444718168,2.784313725,1.784313725,3.222222222,5,tiær?,"tier?, ti?r?",1,3,tiara,t,Accessories,0.289126383,0.325202019
541,tie_541_mono.jpg,tie_541_mono.wav,tie,0.75,1.657342737,1.657355858,45.43137255,44.43137255,2.230769231,2,ta?,,1,1,tie,t,Accessories,0.356374894,0.370563799
573,umbrella_573_mono.jpg,umbrella_573_mono.wav,umbrella,1,0.92890769,0.92891772,8.490196078,7.490196078,2.333333333,7,?mbr?l?,?mbr?l?,1,3,umbrella,?,Accessories,0.226859702,0.3308598
586,walker_586_mono.jpg,walker_586_mono.wav,walker,0.95,1.226342087,1.226422988,16.84313725,15.84313725,3.181818182,5,w?k?r,,1,2,walker,w,Accessories,0.066832346,0.192675044
658,wallet_658_mono.jpg,wallet_658_mono.wav,wallet,1,0.609167374,1.376648511,23.80392157,22.80392157,2.142857143,5,w?l?t,,1,2,wallet,w,Accessories,0.319707082,0.354897754
589,watch_589_mono.jpg,watch_589_mono.wav,watch,0.8,2.519854234,2.51985372,331.0196078,330.0196078,3,3,w?t?,,1,1,watch,w,Accessories,0.300788375,0.290698349
601,wig_601_mono.jpg,wig_601_mono.wav,wig,1,0.970811611,0.970948203,9.352941176,8.352941176,3.181818182,3,w??,,1,1,wig,w,Accessories,0.147084699,0.3641381
39,bathroom_39_cmpd.jpg,bathroom_39_cmpd.wav,bathroom,1,1.797059695,1.797036595,62.66666667,61.66666667,3.615384615,6,bæ?rum,bæ?r?m,2,2,bathroom,b,Bathroom Items and Toiletries,0.433087761,0.337969236
76,brush_76_mono.jpg,brush_76_mono.wav,brush,0.95,1.180699201,1.180609318,15.15686275,14.15686275,2.166666667,4,br??,,1,1,brush,b,Bathroom Items and Toiletries,0.08536767,0.399370561
135,comb_135_mono.jpg,comb_135_mono.wav,comb,1,0.848804701,0.848732325,7.058823529,6.058823529,1.181818182,3,kom,,1,1,comb,k,Bathroom Items and Toiletries,0.057925056,0.401934859
196,faucet_196_mono.jpg,faucet_196_mono.wav,faucet,1,0.385606274,0.385851509,2.431372549,1.431372549,2.333333333,5,f?s?t,f?s?t,1,2,faucet,f,Bathroom Items and Toiletries,0.155977474,0.369938462
310,lipstick_310_cmpd.jpg,lipstick_310_cmpd.wav,lipstick,1,0.991226076,0.991399828,9.803921569,8.803921569,3.2,7,l?pst?k,,2,2,lipstick,l,Bathroom Items and Toiletries,0.141377919,0.298277841
324,mascara_324_mono.jpg,mascara_324_mono.wav,mascara,0.9,0.352182518,0.353127664,2.254901961,1.254901961,3.222222222,7,mæskær?,"mæsker?, m?skær?",1,3,mascara,m,Bathroom Items and Toiletries,0.137535667,0.322972976
350,nailclipper_350_cmpd.jpg,nailclipper_350_cmpd.wav,nailclipper,0.9,0,#VALUE!,#VALUE!,-,1.444444444,9,nelkl?p?r,,2,3,nail clipper,n,Bathroom Items and Toiletries,0,0.331755183
351,nailpolish_351_cmpd.jpg,nailpolish_351_cmpd.wav,nailpolish,1,0,#VALUE!,#VALUE!,-,2.6,8,nelp?l??,,2,3,nail polish,n,Bathroom Items and Toiletries,0.133235609,0.32124862
399,plunger_399_mono.jpg,plunger_399_mono.wav,plunger,0.9,0.28780173,0.288065018,1.941176471,0.941176471,2.5,7,pl?nd??r,,1,2,plunger,p,Bathroom Items and Toiletries,0.197905753,0.369131473
420,razor_420_mono.jpg,razor_420_mono.wav,razor,0.8,0.896526217,0.896655877,7.882352941,6.882352941,3.181818182,5,rez?r,,1,2,razor,r,Bathroom Items and Toiletries,0.056472133,0.296959195
650,shavingcream_650_cmpd.jpg,shavingcream_650_cmpd.wav,shavingcream,0.95,0,#VALUE!,#VALUE!,-,2,9,?ev??krim,,2,2,shaving cream,?,Bathroom Items and Toiletries,0,0.279472731
466,shower_466_mono.jpg,shower_466_mono.wav,shower,0.9,1.624488363,1.624464101,42.11764706,41.11764706,3.461538462,4,?a??r,,1,2,shower,?,Bathroom Items and Toiletries,0.151117326,0.330623779
467,sink_467_mono.jpg,sink_467_mono.wav,sink,0.9,1.253338005,1.25337602,17.92156863,16.92156863,2.090909091,4,s??k,,1,1,sink,s,Bathroom Items and Toiletries,0.182132616,0.399470481
543,tile_543_mono.jpg,tile_543_mono.wav,tile,0.85,0.494154594,0.493826948,3.117647059,2.117647059,1.769230769,4,ta??l,ta?l,1,2,tile,t,Bathroom Items and Toiletries,0.122065601,0.322891763
547,toilet_547_mono.jpg,toilet_547_mono.wav,toilet,0.9,1.475671188,1.475699668,29.90196078,28.90196078,2.5,5,t??l?t,,1,2,toilet,t,Bathroom Items and Toiletries,0.370694434,0.338399506
548,toiletpaper_548_cmpd.jpg,toiletpaper_548_cmpd.wav,toiletpaper,0.95,0,#VALUE!,#VALUE!,-,1.727272727,10,t??l?tpep?r,,2,4,toilet paper,t,Bathroom Items and Toiletries,0.278986403,0.420276095
552,toothbrush_552_cmpd.jpg,toothbrush_552_cmpd.wav,toothbrush,1,0.77815125,0.77815125,6,5,2.333333333,7,tu?br??,,2,2,toothbrush,t,Bathroom Items and Toiletries,0.214743761,0.427778288
553,toothpaste_553_cmpd.jpg,toothpaste_553_cmpd.wav,toothpaste,1,0.617000341,0.616712279,4.137254902,3.137254902,2.142857143,7,tu?pest,,2,2,toothpaste,t,Bathroom Items and Toiletries,0.088015504,0.345795221
557,towel_557_mono.jpg,towel_557_mono.wav,towel,0.9,1.180699201,1.180609318,15.15686275,14.15686275,3,4,ta??l,"ta?l, tæl",1,2,towel,t,Bathroom Items and Toiletries,0.166670249,0.309656906
570,tweezers_570_mono.jpg,tweezers_570_mono.wav,tweezers,0.9,0.305351369,0.305267049,2.019607843,1.019607843,2.111111111,7,twiz?rz,,1,2,tweezers,t,Bathroom Items and Toiletries,0.007435107,0.338531429
120,chick_120_mono.jpg,chick_120_mono.wav,chick,0.85,1.433929766,1.433879597,27.15686275,26.15686275,3.571428571,3,t??k,,1,1,chick,t?,Birds,0.465099888,0.38353079
627,dove_627_mono.jpg,dove_627_mono.wav,dove,0.8,0.538422911,0.817474631,6.568627451,5.568627451,2.818181818,3,d?v,,1,1,dove,d,Birds,0.340921303,0.336658049
179,duck_179_mono.jpg,duck_179_mono.wav,duck,0.9,1.410945859,1.411025189,25.76470588,24.76470588,3,3,d?k,,1,1,duck,d,Birds,0.388757585,0.346496992
632,flamingo_632_mono.jpg,flamingo_632_mono.wav,flamingo,0.85,0.444871979,0.337752803,2.176470588,1.176470588,3.909090909,8,fl?m???o,,1,3,flamingo,f,Birds,0.414114319,0.414845713
637,hummingbird_637_cmpd.jpg,hummingbird_637_cmpd.wav,hummingbird,1,0.398825067,0.206243676,1.607843137,0.607843137,3.666666667,9,h?m??b?rd,,2,3,hummingbird,h,Birds,0.524407518,0.448875308
365,ostrich_365_mono.jpg,ostrich_365_mono.wav,ostrich,0.9,0.28780173,0.288065018,1.941176471,0.941176471,3.888888889,6,?str?t?,"?str?d?, ?str?t?, ?str?d?",1,2,ostrich,?,Birds,0.446195745,0.418856638
366,owl_366_mono.jpg,owl_366_mono.wav,owl,1,0.820201459,0.820059725,6.607843137,5.607843137,4.272727273,4,a??l,a?l,1,2,owl,a?,Birds,0.48601569,0.39441848
840,parrot_840_mono.jpg,parrot_840_mono.wav,parrot,0.85,0.630886318,0.630886318,4.274509804,3.274509804,4.111111111,5,pær?t,per?t,1,2,parrot,p,Birds,0.54426293,0.420759925
376,peacock_376_cmpd.jpg,peacock_376_cmpd.wav,peacock,1,0.786751422,0.786584418,6.117647059,5.117647059,4.166666667,5,pik?k,,2,2,peacock,p,Birds,0.455361087,0.448205497
843,pelican_843_mono.jpg,pelican_843_mono.wav,pelican,0.85,0.43855786,0.43855786,2.745098039,1.745098039,3.25,7,p?l?k?n,p?l?k?n,1,3,pelican,p,Birds,0.491554952,0.421499899
381,penguin_381_mono.jpg,penguin_381_mono.wav,penguin,0.95,0.588831726,0.589095014,3.882352941,2.882352941,3.25,7,p???w?n,p?n?w?n,1,2,penguin,p,Birds,0.484035328,0.404372264
646,pigeons_646_mono.jpg,pigeons_646_mono.wav,pigeons,0.9,0.512591018,0.65415766,4.509803922,3.509803922,3.133333333,5,p?d??n,,1,2,pigeons,p,Birds,0.66845377,0.431009171
436,rooster_436_mono.jpg,rooster_436_mono.wav,rooster,0.9,0.686636269,0.686881505,4.862745098,3.862745098,3.833333333,6,rust?r,,1,2,rooster,r,Birds,0.441202921,0.389549398
848,seagull_848_cmpd.jpg,seagull_848_cmpd.wav,seagull,0.8,0.345508267,0.345508267,2.215686275,1.215686275,3.75,5,si??l,,2,2,seagull,s,Birds,0.498849615,0.44683891
655,swan_655_mono.jpg,swan_655_mono.wav,swan,1,0.549346636,0.89340272,7.823529412,6.823529412,4.384615385,4,sw?n,,1,1,swan,s,Birds,0.368677893,0.414391776
568,turkey_568_mono.jpg,turkey_568_mono.wav,turkey,1,1.373095987,1.373056311,23.60784314,22.60784314,2.333333333,5,t?rki,,1,2,turkey,t,Birds,0.423554464,0.317286412
863,vulture_863_mono.jpg,vulture_863_mono.wav,vulture,0.9,0.441648937,0.441648937,2.764705882,1.764705882,3.6,6,v?lt??r,,1,2,vulture,v,Birds,0.454981326,0.388880889
659,woodpecker_659_cmpd.jpg,woodpecker_659_cmpd.wav,woodpecker,0.9,0.432584505,0.296751198,1.980392157,0.980392157,3.833333333,8,w?dp?k?r,,2,3,woodpecker,w,Birds,0.520875284,0.439992919
802,antler_802_mono.jpg,antler_802_mono.wav,antler,1,0.111973759,0.111973759,1.294117647,0.294117647,2.166666667,6,æntl?r,,1,2,antler,æ,Body Parts,0.375946282,0.314148062
13,arm_13_mono.jpg,arm_13_mono.wav,arm,1,1.82223348,1.822245021,66.41176471,65.41176471,1.571428571,3,?rm,,1,1,arm,?r,Body Parts,0.454391533,0.407665678
42,beak_42_mono.jpg,beak_42_mono.wav,beak,0.95,0.491361694,0.491086911,3.098039216,2.098039216,3.714285714,3,bik,,1,1,beak,b,Body Parts,0.341781162,0.39567702
44,beard_44_mono.jpg,beard_44_mono.wav,beard,1,1.133858125,1.133789294,13.60784314,12.60784314,3.2,4,bird,,1,1,beard,b,Body Parts,0.234853764,0.336695593
52,blackeye_52_cmpd.jpg,blackeye_52_cmpd.wav,blackeye,0.85,0.008600172,#VALUE!,#VALUE!,-,1.333333333,5,blæka?,,2,2,black eye,b,Body Parts,0.255514455,0.328952684
58,bone_58_mono.jpg,bone_58_mono.wav,bone,1,1.432327792,1.43230891,27.05882353,26.05882353,1.615384615,3,bon,,1,1,bone,b,Body Parts,0.380720715,0.38258575
620,brain_620_mono.jpg,brain_620_mono.wav,brain,1,0.66221935,1.892203763,78.01960784,77.01960784,1.833333333,4,bren,,1,1,brain,b,Body Parts,0.521856049,0.354657552
75,bruise_75_mono.jpg,bruise_75_mono.wav,bruise,0.85,0.627365857,0.626883575,4.235294118,3.235294118,3,4,bruz,,1,1,bruise,b,Body Parts,0.306559749,0.344148671
119,chest_119_mono.jpg,chest_119_mono.wav,chest,0.95,1.623042434,1.623046491,41.98039216,40.98039216,2.6,4,t??st,,1,1,chest,t?,Body Parts,0.479661482,0.419793649
623,chin_623_mono.jpg,chin_623_mono.wav,chin,1,0.581107318,1.136285247,13.68627451,12.68627451,2.8,3,t??n,,1,1,chin,t?,Body Parts,0.328008339,0.399078817
181,ear_181_mono.jpg,ear_181_mono.wav,ear,1,1.51851394,1.51851394,33,32,3.769230769,2,ir,,1,1,ear,ir,Body Parts,0.447523069,0.426083271
188,elbow_188_mono.jpg,elbow_188_mono.wav,elbow,1,0.853698212,0.853531208,7.137254902,6.137254902,2,4,?lbo,,1,2,elbow,?,Body Parts,0.379511078,0.362348139
631,eye_631_mono.jpg,eye_631_mono.wav,eye,1,0.677241846,2.052248701,112.7843137,111.7843137,3.909090909,1,a?,,1,1,eye,a?,Body Parts,0.395089475,0.417904727
197,feather_197_mono.jpg,feather_197_mono.wav,feather,1,0.882524538,0.882379425,7.62745098,6.62745098,3.166666667,5,f?ð?r,,1,2,feather,f,Body Parts,0.282702056,0.353798896
199,fin_199_mono.jpg,fin_199_mono.wav,fin,0.8,0.644438589,0.644612342,4.411764706,3.411764706,2.8,3,f?n,,1,1,fin,f,Body Parts,0.218479371,0.270929496
200,finger_200_mono.jpg,finger_200_mono.wav,finger,0.8,1.57599562,1.575957189,37.66666667,36.66666667,1.666666667,6,f????r,,1,2,finger,f,Body Parts,0.44440525,0.415308024
206,fist_206_mono.jpg,fist_206_mono.wav,fist,1,0.921686475,0.921839423,8.352941176,7.352941176,2.090909091,4,f?st,,1,1,fist,f,Body Parts,0.397089411,0.395710874
214,foot_214_mono.jpg,foot_214_mono.wav,foot,1,1.819017199,1.819027533,65.92156863,64.92156863,1.727272727,3,f?t,,1,1,foot,f,Body Parts,0.460354803,0.437202108
243,hair_243_mono.jpg,hair_243_mono.wav,hair,1,2.189069009,2.189066254,154.5490196,153.5490196,2.6,3,her,,1,1,hair,h,Body Parts,0.474622324,0.400367614
247,hand_247_mono.jpg,hand_247_mono.wav,hand,0.85,2.448165047,2.448160495,280.6470588,279.6470588,2.818181818,4,hænd,,1,1,hand,h,Body Parts,0.469551336,0.388359016
262,hoof_262_mono.jpg,hoof_262_mono.wav,hoof,1,0.436162647,0.435444624,2.725490196,1.725490196,2.5,3,h?f,huf,1,1,hoof,h,Body Parts,0.29702338,0.31787141
264,horn_264_mono.jpg,horn_264_mono.wav,horn,0.85,1.343999069,1.343968214,22.07843137,21.07843137,1.4,4,h?rn,,1,1,horn,h,Body Parts,0.343449719,0.34033369
309,lips_309_mono.jpg,lips_309_mono.wav,lips,0.9,1.50758604,1.507538405,32.17647059,31.17647059,2.833333333,3,l?p,,1,1,lips,l,Body Parts,0.497732614,0.40141094
315,lungs_315_mono.jpg,lungs_315_mono.wav,lungs,1,1.064083436,1.064017305,11.58823529,10.58823529,1.285714286,3,l??,,1,1,lungs,l,Body Parts,0.446243153,0.337354738
834,mane_834_mono.jpg,mane_834_mono.wav,mane,0.9,0.200914843,0.200914843,1.588235294,0.588235294,3.25,3,men,,1,1,mane,m,Body Parts,0.250862534,0.295417649
347,mustache_347_mono.jpg,mustache_347_mono.wav,mustache,0.95,0.773786445,0.773872452,5.941176471,4.941176471,2.090909091,6,m?stæ?,,1,2,mustache,m,Body Parts,0.290609443,0.323497533
352,neck_352_mono.jpg,neck_352_mono.wav,neck,0.9,1.781827153,1.781825746,60.50980392,59.50980392,2.75,3,n?k,,1,1,neck,n,Body Parts,0.452592841,0.42305591
357,nose_357_mono.jpg,nose_357_mono.wav,nose,0.95,1.849726444,1.849696353,70.74509804,69.74509804,3.333333333,3,noz,,1,1,nose,n,Body Parts,0.411746168,0.372061463
471,skull_471_mono.jpg,skull_471_mono.wav,skull,0.95,1.196176185,1.19606234,15.70588235,14.70588235,1.909090909,4,sk?l,,1,1,skull,s,Body Parts,0.445575495,0.37247013
491,spot_491_mono.jpg,spot_491_mono.wav,spot,0.85,1.796366155,1.796356628,62.56862745,61.56862745,3,4,sp?t,,1,1,spot,s,Body Parts,0.213213457,0.31516669
506,stomach_506_mono.jpg,stomach_506_mono.wav,stomach,0.85,1.541828767,1.541872785,34.82352941,33.82352941,1,6,st?m?k,st?m?k,1,2,stomach,s,Body Parts,0.445385558,0.376468848
858,tail_858_mono.jpg,tail_858_mono.wav,tail,1,1.396233545,1.396233545,24.90196078,23.90196078,2.846153846,3,tel,,1,1,tail,t,Body Parts,0.306161214,0.369765502
859,tattoo_859_mono.jpg,tattoo_859_mono.wav,tattoo,1,1.112631283,1.112631283,12.96078431,11.96078431,4,4,tætu,,1,2,tattoo,t,Body Parts,0.33618048,0.339249185
529,tear_529_mono.jpg,tear_529_mono.wav,tear,0.95,1.431363764,1.447158031,28,27,2.555555556,3,tir,,1,1,tear,t,Body Parts,0.309086191,0.332693959
538,thumb_538_mono.jpg,thumb_538_mono.wav,thumb,0.85,1.107888025,1.108007572,12.82352941,11.82352941,3.166666667,3,??m,,1,1,thumb,?,Body Parts,0.338418154,0.406304407
546,toes_546_mono.jpg,toes_546_mono.wav,toes,0.85,1.130655349,1.130649046,13.50980392,12.50980392,3,2,to,,1,1,toes,t,Body Parts,0.519663286,0.369847549
550,tongue_550_mono.jpg,tongue_550_mono.wav,tongue,1,1.50731604,1.507273672,32.15686275,31.15686275,2.666666667,3,t??,,1,1,tongue,t,Body Parts,0.390376691,0.397485736
551,tooth_551_mono.jpg,tooth_551_mono.wav,tooth,1,1.163459552,1.163418638,14.56862745,13.56862745,2.2,3,tu?,,1,1,tooth,t,Body Parts,0.260357123,0.37160524
565,trunk_565_mono.jpg,trunk_565_mono.wav,trunk,0.75,1.318063335,1.318145208,20.80392157,19.80392157,3.25,5,tr??k,,1,1,trunk,t,Body Parts,0.451304411,0.377691068
605,wing_605_mono.jpg,wing_605_mono.wav,wing,0.95,1.327154512,1.327058281,21.23529412,20.23529412,3.133333333,3,w??,,1,1,wing,w,Body Parts,0.329218336,0.358268596
611,wrist_611_mono.jpg,wrist_611_mono.wav,wrist,1,1.05422991,1.054357662,11.33333333,10.33333333,1.769230769,4,r?st,,1,1,wrist,r,Body Parts,0.36716463,0.416519377
803,armor_803_mono.jpg,armor_803_mono.wav,armor,0.85,0.918770191,0.918770191,8.294117647,7.294117647,4.75,5,?rm?r,,1,2,armor,?r,Clothing,0.419456041,0.351707565
60,boot_60_mono.jpg,boot_60_mono.wav,boot,1,1.084218687,1.084120473,12.1372549,11.1372549,2.75,3,but,,1,1,boot,b,Clothing,0.360686589,0.398221446
84,button_84_mono.jpg,button_84_mono.wav,button,0.95,1.46612587,1.466198647,29.25490196,28.25490196,1.333333333,5,b?t?n,,1,2,button,b,Clothing,0.264866885,0.296684595
176,dress_176_mono.jpg,dress_176_mono.wav,dress,0.9,1.945468585,1.945449275,88.19607843,87.19607843,2.2,4,dr?s,,1,1,dress,d,Clothing,0.646933143,0.480114297
254,heel_254_mono.jpg,heel_254_mono.wav,heel,0.95,0.923761961,0.923873593,8.392156863,7.392156863,2,3,hil,,1,1,heel,h,Clothing,0.243095798,0.361279048
277,jacket_277_mono.jpg,jacket_277_mono.wav,jacket,0.9,1.536684673,1.536706945,34.41176471,33.41176471,2.75,5,d?æk?t,,1,2,jacket,d?,Clothing,0.569385813,0.485364101
279,jeans_279_mono.jpg,jeans_279_mono.wav,jeans,0.8,0.881384657,0.881261549,7.607843137,6.607843137,1.857142857,4,d?inz,,1,1,jeans,d?,Clothing,0.56926663,0.413226012
371,pants_371_mono.jpg,pants_371_mono.wav,pants,0.95,1.77633791,1.776302278,59.74509804,58.74509804,1.833333333,5,pænts,,1,1,pants,p,Clothing,0.564473306,0.450554569
400,pocket_400_mono.jpg,pocket_400_mono.wav,pocket,1,1.564784385,1.564735668,36.70588235,35.70588235,1.666666667,5,p?k?t,,1,2,pocket,p,Clothing,0.346926566,0.388061583
417,raincoat_417_cmpd.jpg,raincoat_417_cmpd.wav,raincoat,0.85,0.423245874,0.422763592,2.647058824,1.647058824,3.2,6,renkot,,2,2,raincoat,r,Clothing,0.465374734,0.380565726
429,robe_429_mono.jpg,robe_429_mono.wav,robe,0.9,0.977266212,0.977275186,9.490196078,8.490196078,2.6,3,rob,,1,1,robe,r,Clothing,0.618739755,0.476721537
847,sandals_847_mono.jpg,sandals_847_mono.wav,sandals,1,0.435444624,0.435444624,2.725490196,1.725490196,2.666666667,6,sænd?l,,1,2,sandals,s,Clothing,0.375483465,0.342532974
462,shirt_462_mono.jpg,shirt_462_mono.wav,shirt,0.9,1.675503385,1.675526754,47.37254902,46.37254902,2.692307692,4,??rt,,1,1,shirt,?,Clothing,0.560699848,0.430568586
463,shoe_463_mono.jpg,shoe_463_mono.wav,shoe,1,1.496791316,1.496821156,31.39215686,30.39215686,3.4,2,?u,,1,1,shoe,?,Clothing,0.488600666,0.45409726
464,shoelace_464_cmpd.jpg,shoelace_464_cmpd.wav,shoelace,0.95,0.243038049,0.241819831,1.745098039,0.745098039,1.8,5,?ules,,2,2,shoelace,?,Clothing,0.372840846,0.417374366
474,sleeve_474_mono.jpg,sleeve_474_mono.wav,sleeve,0.9,0.820201459,0.820059725,6.607843137,5.607843137,1.4,4,sliv,,1,1,sleeve,s,Clothing,0.406486586,0.427053776
853,slippers_853_mono.jpg,slippers_853_mono.wav,slippers,0.9,0.789359472,0.789359472,6.156862745,5.156862745,2.8,6,sl?p?r,,1,2,slippers,s,Clothing,0.331407872,0.361728777
482,sock_482_mono.jpg,sock_482_mono.wav,sock,0.95,0.999130541,0.999147606,9.980392157,8.980392157,3,3,s?k,,1,1,sock,s,Clothing,0.322497147,0.4040955
513,suit_513_mono.jpg,suit_513_mono.wav,suit,1,1.842671634,1.842658177,69.60784314,68.60784314,3.444444444,3,sut,,1,1,suit,s,Clothing,0.526904929,0.407778207
518,sweater_518_mono.jpg,sweater_518_mono.wav,sweater,1,1.170261715,1.170376776,14.80392157,13.80392157,2.666666667,6,sw?t?r,,1,2,sweater,s,Clothing,0.471503928,0.450859593
574,underwear_574_cmpd.jpg,underwear_574_cmpd.wav,underwear,0.8,1.35545152,1.355387658,22.66666667,21.66666667,1.142857143,8,?nd?rwer,,2,3,underwear,?,Clothing,0.630167562,0.426149638
581,vest_581_mono.jpg,vest_581_mono.wav,vest,0.85,0.81756537,0.817474631,6.568627451,5.568627451,2.333333333,4,v?st,,1,1,vest,v,Clothing,0.516202315,0.43826934
615,zipper_615_mono.jpg,zipper_615_mono.wav,zipper,0.9,0.582063363,0.582464435,3.823529412,2.823529412,2.4,5,z?p?r,,1,2,zipper,z,Clothing,0.356728022,0.406574104
23,bacon_23_mono.jpg,bacon_23_mono.wav,bacon,1,1.109240969,1.109333663,12.8627451,11.8627451,3,5,bek?n,,1,2,bacon,b,Food,0.374334326,0.366508218
25,bagel_25_mono.jpg,bagel_25_mono.wav,bagel,0.95,0.608526034,0.608400169,4.058823529,3.058823529,3.2,5,be??l,b???l,1,2,bagel,b,Food,0.324814903,0.351557127
619,biscuits_619_mono.jpg,biscuits_619_mono.wav,biscuits,1,0,0.630886318,4.274509804,3.274509804,3.545454545,6,b?sk?t,,1,2,biscuits,b,Food,0.46608634,0.409967304
68,bread_68_mono.jpg,bread_68_mono.wav,bread,1,1.467312063,1.467361417,29.33333333,28.33333333,3.888888889,4,br?d,,1,1,bread,b,Food,0.537833873,0.410174197
