office supplies,box,calculator,calendar,CD,cell phone,chalk,clock,computer,envelope,eraser,fan,highlighter,keyboard,magazines,marker,newspaper,notebook,package,paper,paperclip,pen,pencil,printer,rubber bands,scissors,stamp,staple remover,stapler,staples,typewriter
0.0622606,-0.005838407,0.021878077,-0.035570513,-0.041462254,-0.003399669,0.01803011,-0.043053694,-0.022583066,-0.010292311,0.034192182,0.04595196,0.0390748,0.031052548,0.014379071,0.016003126,0.02107835,0.057125106,0.008205188,0.042107694,-0.031755514,0.06766232,0.052467354,0.0444328,0.07287087,-0.015535368,-0.001719297,0.044076487,0.059489504,0.04227676,0.037245948
0.05400469,0.084584035,0.04763963,-0.026408946,0.049612585,0.07288264,-0.038960103,0.019773595,0.03427905,0.07041163,0.07009804,-0.012177223,0.04928422,-0.040197134,0.07240363,-0.009746144,0.0303308,0.07546137,0.0805681,0.05597182,0.016561821,0.05381396,0.056496125,0.021242207,0.036684018,0.06884299,0.063967735,0.019659294,0.074078515,0.059122976,0.042943478
-0.036041662,-0.05419893,0.029515224,0.052029107,0.02162123,-0.018681873,-0.041866835,0.05880726,0.031514775,-0.059830543,0.02005517,0.054009095,0.0601002,0.081205584,0.040660553,0.01475216,0.07900817,0.020355554,0.00606739,0.037788574,0.000273818,0.045967784,0.06803993,0.07317798,-0.044451565,-0.001145535,-0.011713944,-0.023200117,-0.021993235,0.000222916,0.05441055
-0.022388386,0.058061223,-0.089224346,0.06959604,-0.031842805,-0.03975671,-0.07647844,0.011641483,-0.04008776,-0.001182687,-0.0831049,-0.07395229,-0.07371257,-0.003186501,-0.029312422,-0.05261836,-0.01286781,-0.034946498,0.061147176,-0.054090917,-0.073792696,-0.049302686,-0.06909988,-0.020185739,-0.07316275,-0.058040626,0.014114925,-0.029455569,-0.032339327,-0.07593792,-0.02328936
0.061114714,0.012827862,-0.037551627,-0.03570004,0.009941511,0.027536243,0.017281467,-0.04845561,-0.05145329,-0.044399038,-0.002918252,0.05741954,0.020770073,0.045775786,0.063231975,-0.006103154,-0.001617961,0.045745235,-0.013883056,0.026816264,0.03470663,-0.033581328,-0.006639772,0.025435051,0.015506504,0.03762565,-0.014054085,-0.022573786,-0.000406724,0.03301819,-0.001295933
0.001549613,0.024115222,0.063749224,-0.009840188,-0.030141309,0.049843214,0.000162677,0.04436347,-0.015920794,0.049110956,0.022467453,0.050652016,0.014614824,0.017578857,-0.030129395,0.03970081,0.003147861,-0.032455012,0.05905148,0.040079538,0.05997869,0.053869296,0.012019606,0.000310749,0.07179441,0.049348798,0.05157924,-0.020166276,-0.037539486,0.054840934,0.06981004
-0.010062273,0.039172545,0.04189708,0.031573888,0.005471719,-0.026191385,-0.056252614,-0.001802545,0.03934959,0.033735473,-0.06342104,0.08209002,-0.060215816,-0.019792723,-0.010501121,-0.022625063,0.003954359,0.03372406,0.04818203,-0.04181082,-0.06469867,-0.07438616,-0.07690439,0.026710942,-0.020763634,-0.03711199,0.03965244,-0.06944281,-0.031891823,-0.042870943,-0.02201457
-0.03343145,0.002946085,-0.025249152,0.07291919,-0.053428445,0.009295733,0.042304676,0.042774193,0.009585273,0.057212874,0.041688323,0.031549565,0.011198213,0.040655453,-0.05734158,0.019757608,-0.02738071,0.017124744,-0.007140281,0.014806935,-0.003037948,0.020843787,0.04886707,0.032903034,-0.013848255,-0.03171401,0.026941804,-0.003068108,0.033201065,0.022051726,0.060249425
0.06406239,-0.06831657,0.009725909,0.06271356,-0.08100561,-0.010337197,0.02359362,-0.038835205,-0.01237026,-0.07749115,0.003444117,-0.05215457,-0.027005738,-0.0774914,0.045163643,0.049957532,0.06979754,0.068358436,-0.03705446,0.06639891,-0.059184518,0.027691524,0.042219188,0.07162868,-0.07257498,0.03702631,-0.045869246,0.012123901,-0.0180247,0.065768674,-0.034944665
-0.023172041,0.01562879,0.018955056,0.000919811,-0.05274855,0.09228489,0.034098092,0.036543254,0.016302831,-0.027851054,0.040406633,-0.008283704,0.02386711,-0.015143808,-0.06888599,0.018035326,-0.031654064,-0.001057481,-0.038613327,0.003865047,0.010998907,0.05037525,0.030672723,-0.044906124,0.06530624,0.057284713,0.018994499,0.014826628,0.034984466,0.022558184,0.065668605
-0.08291582,0.022321159,-0.08413201,-0.022798182,-0.04227734,-0.001491743,-0.052735608,-0.001684639,-0.029639263,-0.065984756,-0.04519841,-0.06411735,0.000587288,-0.055039275,-0.042363063,-0.05252368,0.008516471,0.03986534,0.08584045,0.006849071,-0.04935757,0.017512413,-0.05411171,-0.06173083,-0.03123954,-0.07012173,-0.07511785,-0.083440855,-0.08066067,-0.084816724,-0.022706043
-0.003545491,-0.005077221,0.003891595,-0.049014255,-0.07381409,-0.06322491,-0.06379119,0.021782905,-0.077467725,-0.046312276,-0.06200879,-0.04626579,-0.048101846,-0.06106955,-0.053682577,-0.019777473,-0.012567516,-0.076692484,-0.001731817,-0.053387925,-0.03608485,-0.02633044,-0.032982912,-0.039165027,-0.029483918,0.04431081,-0.029694067,0.035800792,-0.04267886,0.05227803,-0.03497061
0.028764177,0.030240225,-0.028978612,-0.024875645,-0.040093992,-0.03919643,0.061741464,-0.02606206,0.023030363,0.019392641,0.07458703,-0.05367419,-0.012228617,0.04499914,-0.03042046,0.06044958,0.005181644,-0.022400657,0.05074223,-0.026997305,-0.005849265,0.02417176,0.02632929,0.008483228,-0.06897367,-0.04019652,0.0502185,0.03937662,0.012788942,-0.029912462,0.006135793
0.010805667,-0.023505205,-0.02005473,0.004579383,-0.067025565,-0.046837855,-0.013287596,-0.036093347,-0.001386501,0.013898258,0.020700352,-0.025233889,0.07333187,-0.01766354,0.015278236,0.06652306,0.023803573,0.007729653,-0.040973693,-0.00840191,0.059847876,0.042679854,0.05986393,-0.008996691,0.051853843,0.002600582,-0.080382496,0.028119143,0.05993918,0.048210647,-0.02738426
0.015039924,-0.051101863,-0.04537593,-0.0546708,-0.065468095,-0.017200762,-0.05834224,0.050228287,-0.030636339,0.06008014,0.03369428,-0.009348058,0.031448483,-0.025120273,-0.043493226,-0.018438786,0.0172786,0.041453622,0.006637307,0.033711188,0.017554618,0.038941376,-0.03898973,0.000287596,0.06875245,0.06882377,-0.002221441,0.069761544,0.05449672,0.039613303,0.0254297
0.06719646,0.04531553,-0.009509934,0.056119587,-0.004488788,-0.033894993,0.021512339,0.030779574,-0.010044517,0.002499518,-0.011024616,0.009590802,0.05880927,-0.043967593,-0.012473397,0.0047899,-0.028136393,-0.04166704,0.045868494,-0.06551029,-0.05121222,-0.027305614,0.027265364,-0.06302068,0.000534897,0.04083473,-0.019811524,0.075122245,0.021583967,0.06706932,-0.05436114
0.0477566,-0.017567135,0.043040063,-0.032741286,-0.0582183,-0.03212444,-0.072134085,-0.024590243,-0.03619306,-0.021048283,-0.055556267,-0.033268113,0.011514474,0.08059808,0.03987071,0.07463638,0.024977302,-0.04416971,-0.06042402,-0.05281511,-0.045296345,-0.005968949,-0.05169494,-0.052833043,-0.033247482,0.002564285,-0.025375849,-0.011941738,0.020161794,0.025655175,0.025720468
-0.07300188,0.09223303,-0.023159996,0.000952283,0.039607774,-0.05299712,0.037828203,0.075714536,0.049890716,0.07139024,-0.006598007,0.06632333,-0.018341579,-0.06358497,-0.04334404,-0.0363271,-0.019014318,-0.047754068,0.08267829,-0.006698882,-0.003785487,0.028229993,-0.04476316,0.06175563,-0.028721724,-0.017493522,0.07815158,0.033658445,-0.04907777,-0.006659508,-0.07716342
0.055971514,0.052323714,-0.058071725,0.008047683,-0.008609639,-0.050873365,0.014596568,0.058159523,-0.009331525,0.05950435,0.029801143,-0.0313839,0.015220572,0.04811348,-0.06396895,-0.009478084,-0.050486106,-0.037871182,0.05194575,-0.017151395,-0.055393655,0.060396135,-0.04908627,0.024174774,0.05236972,-0.047728065,0.037316438,0.030755302,0.044582848,0.05650685,0.005114896
-0.011310547,0.002563723,-0.0704453,-0.04205077,-0.043082036,0.05169575,-0.01140042,0.028696353,0.010235786,0.059414297,0.015148729,-0.06868891,0.04257448,-0.08363222,0.047849968,0.015742488,-0.03908774,-0.051336184,0.060581066,-0.035111096,0.070375025,-0.058635928,-0.051601768,0.031836446,-0.014158894,0.055057745,0.06148079,0.024583349,0.0649313,0.07261917,-0.07137916
0.008829206,0.056223273,-0.05786839,-0.06121993,0.04095281,-0.019331563,0.019873675,0.06816645,0.001554644,-0.014896945,0.02761036,0.02464436,-0.04018354,0.07185028,-0.03265648,0.012391063,0.06766369,-0.03314724,0.053578693,0.039393812,0.000176661,0.010902317,0.011355998,0.050474975,0.008666107,0.06989441,0.04361654,0.005196576,-0.042648755,0.053816397,0.027363306
-0.04131222,0.0674103,-0.03708749,-0.07755631,0.031611126,0.006699542,0.063517086,-0.052267138,-0.013704425,0.07938626,0.030253842,0.015727641,0.0348084,0.010070029,0.06776304,0.064629175,-0.018034698,0.038656574,0.04158274,0.027210673,0.05760853,0.035018675,-0.003644056,-0.05991632,0.062138338,0.07086897,0.043526947,0.076539956,0.065121315,0.083345145,0.022580279
0.03204199,-0.020961966,0.044366032,0.067904755,0.02916076,0.02042743,0.02486203,-0.030432897,0.034281623,-0.02267044,-0.008283074,-0.056734525,-0.002003895,0.054205548,-0.05619838,0.06530775,-0.016694319,0.07321746,-0.060860973,0.013847183,-0.046161555,0.05226882,0.05718646,3.92E-05,0.044447944,0.003470302,-0.013887743,0.017009623,-0.008118528,0.044181563,0.025532158
0.009325775,-0.04119044,0.08193175,-0.015204154,0.018022414,0.059153117,0.04835366,0.023285767,0.032518968,-0.06161086,0.04921242,0.057017192,0.024690509,0.008576967,0.027092928,0.01932942,0.012927704,-0.004719934,-0.035199404,0.077813186,0.04219077,-0.041276667,-0.0655358,0.07892341,0.035028588,0.06325642,0.058410153,0.07125966,0.040497236,-0.026131332,0.042415667
-0.029941967,0.028503664,0.008653372,-0.05125761,-0.000408306,0.09419454,-0.03964387,-0.015500381,-0.011586837,0.02462868,0.004116333,0.024639718,-0.04147582,-0.023768546,-0.0300907,-0.056573734,-0.048586596,-0.06596652,-0.022835927,-0.015923651,-0.024260005,0.021802248,0.018473908,-0.062283527,-0.029613754,-0.03333381,-0.067014076,0.027445117,-0.03532373,-0.046559326,-0.00174415
0.01886084,0.050041176,-0.057846375,0.064647414,0.006332377,0.01820458,0.07148712,0.010108967,0.027866973,0.001687924,-0.07314661,0.05002472,0.06438138,0.013419624,0.026733063,0.039473146,0.048536614,0.034001373,0.06524967,0.05052071,-0.010668239,-0.03856581,-0.040227205,0.03621156,0.06471862,-0.030770237,0.003060574,-0.061709754,-0.000550692,0.033017732,-0.06869389
0.015653104,-0.07620065,0.039275914,0.018574532,0.017122451,-0.06547677,-0.059029453,-0.042990237,-0.0778746,-0.047396664,-0.035438113,-0.012281489,-0.067677304,-0.068080984,0.019319994,-0.005538065,0.023304693,-0.083176084,-0.05902867,-0.065139905,-0.056750994,-0.015170828,-0.05585581,-0.051416256,0.0681828,0.010196704,-0.045403585,0.044679254,-0.035981037,0.044984955,-0.059271425
-0.06832728,-0.07091798,-0.030880881,-0.034241986,0.029406201,-0.07077652,-0.07255636,-0.05662865,-0.034489572,-0.045103516,-0.0509258,-0.05404335,-0.036074866,-0.06075782,-0.025662383,-0.054710254,-0.056912523,-0.045911036,-0.08342701,-0.0713059,-0.038351126,-0.046886873,-0.05262135,-0.03646997,-0.057829954,-0.046286806,-0.037296616,-0.055028614,-0.0589187,-0.047710016,-0.06287507
0.023916636,-0.017925648,0.054772332,0.014757231,0.053999767,0.015824595,-0.022997685,-0.002174527,0.09351285,0.051680375,-0.016501661,-0.007797636,0.055986263,0.072217144,0.0311747,-0.01680719,-0.046213508,0.033281267,-0.007696397,-0.030126529,0.040176217,-0.011265446,-0.016850635,0.0315224,-0.013220824,-0.048148602,0.009709614,0.002764472,0.02181673,0.04750047,-0.0325777
0.049480457,-0.067466274,0.04728031,-0.044662453,0.07105894,0.042080957,0.050264504,0.043054476,0.015640102,-0.053222697,0.05511791,0.04596233,0.015358187,0.038595334,0.06371798,0.040121485,0.002187769,0.04716078,-0.0740207,-0.020943936,-0.0610192,0.07484392,0.07765567,0.060300015,-0.04304182,0.006185355,0.012094161,-0.037169527,0.005842637,0.000115277,0.0691114
-0.065435424,-0.031537097,-0.07382331,-0.025529504,0.021354163,-0.03352742,-0.065622725,-0.04885921,-0.037987508,-0.024600372,-0.057968717,0.03440514,0.009632009,-0.057003435,-0.049855724,-0.012283552,-0.00670952,0.010969099,-0.0608505,-0.04179833,-0.04583553,-0.01614197,-0.05298233,-0.028600922,-0.06347317,-0.04900245,-0.043151893,-0.034886997,-0.049731705,-0.06042445,-0.050817948
0.033812683,0.00601688,-0.010421556,0.004809419,0.067024425,0.001731369,0.01804975,-0.022049671,-0.031702437,-0.02790702,-0.017770778,0.049203776,0.038575906,-0.070240155,0.07161928,-0.04995004,0.07020367,0.041321754,-0.04819233,0.053220134,0.048396766,0.03268822,-0.044247717,-0.002600312,0.07230591,-0.04636058,-0.022513118,-0.042955406,0.002889054,0.017364813,-0.031818513
0.03870601,0.038987767,0.009712188,0.050445188,-0.053770125,0.038948692,0.04942111,-0.012178882,0.02509232,0.03543985,0.022041993,0.07592437,-0.028290156,0.032400966,-0.022817655,-0.005899262,0.070077695,0.07487647,0.033970512,0.025506172,0.026947243,0.046932977,0.065944836,0.061749052,0.009345192,-0.024145141,0.013225913,-0.007614292,-0.005672773,0.003093189,0.012392087
0.04815875,-0.033204112,0.06671302,-0.067171484,0.074327834,0.008736534,-0.007903186,-0.047796093,0.001219502,-0.046784326,0.028690685,0.021489123,-0.016669031,0.007750238,0.08071747,0.07992928,0.011652008,-0.06285874,-0.040596783,-0.04782097,0.03236347,-0.057242867,-0.031352077,0.00302721,0.059635703,0.012902158,-0.01626047,0.07208183,0.061113536,0.02290754,-0.014134809
-0.004147635,0.07051963,0.01616504,0.007586283,-0.015661918,-0.059636265,0.022788169,0.036945168,-0.010034533,-0.00987785,0.039650064,0.081290215,0.06549581,0.006250032,-0.052612584,0.0487104,-0.002084431,0.004650404,0.049385242,0.014903023,0.03159656,0.036871124,0.056188583,-0.011953662,0.06939431,0.0490027,0.042247053,-0.004364595,-0.041806098,-0.018945144,-0.02003543
0.06566689,0.010902104,0.000555215,0.025142439,0.066544734,0.08751207,0.023366341,-0.007063902,0.0744699,0.06592475,0.040421523,-0.016470332,0.029682841,0.009785583,0.039163794,-0.002983003,0.012322472,0.05924248,0.063686356,0.046274424,-0.037677743,-0.057949536,-0.014451948,0.027765915,0.058148794,-0.019808607,0.028566219,0.030416202,0.029171277,0.041456282,0.03477571
0.07464108,0.09050376,0.08651629,0.08111453,0.078185596,0.084417224,0.07485778,0.0790142,0.08598988,0.07292051,0.07565658,0.07182267,0.06840698,0.07632566,0.061003815,0.08395776,0.081032865,0.080517456,0.09370259,0.08710679,0.040796712,0.081003904,0.07080952,0.07406243,0.06299442,0.06311585,0.077363335,0.0451023,0.058692984,0.077376656,0.066914655
0.00835092,0.078466125,0.07342327,0.07840891,0.056846697,0.06777827,-0.02698829,0.07149099,0.08351074,0.04627722,0.028483404,0.048443776,-0.0070999,0.07283528,-0.000442589,0.08139446,0.06720834,0.063275196,0.049185067,0.08617433,0.046330467,0.08041971,0.06855694,0.06892391,0.06752841,0.005154101,0.07120278,0.0185908,0.054006536,-0.002140814,0.070683874
-0.001596117,0.060121153,-0.034204077,-0.009276527,0.028132668,-0.08625405,0.06901482,0.011133329,0.015474582,-0.041094538,0.023911444,0.025745695,-0.04077019,0.04230692,-0.052947998,-0.056204908,0.051466227,-0.000160762,0.049968388,0.030004079,-0.04546772,-0.0437811,-0.015569282,0.012466481,0.07776198,0.069509655,-0.027703708,0.03751953,0.060434148,0.017547468,-0.0209558
0.013277468,0.07410471,0.029603992,0.021254715,0.061034147,0.026029281,-0.028263904,-0.038919456,-0.024262015,-0.0632792,0.03477454,-0.035847303,-0.060410883,-0.010561798,-0.060016815,-0.013650322,-0.008836414,0.013156376,0.040388513,-0.051564004,-0.077192724,0.083464466,0.07857274,-0.052191753,0.009110038,-0.025791036,-0.061657872,0.030690385,0.015468165,0.07023952,-0.03471199
0.06494774,-0.021902785,0.051124983,0.026387617,-0.028294735,-0.027456474,-0.024518438,-0.02007123,0.014103479,0.023684064,0.05031858,0.021073835,-0.042353023,-0.07300929,-0.00924006,0.019435775,0.04617024,0.04839167,-0.029205421,0.015688121,0.001269718,0.058709722,0.03878512,0.016096279,-0.018778848,0.029597942,0.061198037,0.030783786,0.042693593,0.006763136,0.053877622
-0.009331243,0.04251686,-0.00895607,0.021345677,0.05992724,0.061510783,-0.009970918,-0.017559314,0.039534315,0.02453704,0.0536008,0.058276296,0.0722069,0.07955347,0.011225425,0.037517224,0.016620018,0.06095654,0.058559474,0.017199261,0.05902958,0.039797843,0.039912682,-0.07735633,0.04956788,0.07012798,-0.06996589,0.059243068,0.002834168,-0.021767896,0.001244002
0.085633494,0.073593065,0.06314633,0.075467855,0.062069852,0.06936581,0.07122701,0.02424477,0.081531085,0.07679883,0.06727691,-0.031707592,0.07273847,0.047635715,0.07869904,0.036815,0.0725381,0.06847447,0.08116734,0.08315139,0.07349866,0.057705216,0.07632598,0.05819913,0.07097937,0.06091097,0.04277123,0.08298676,0.07450619,0.07942548,0.07149648
-0.058092225,0.01929308,0.030970914,-0.069483146,-0.029849913,-0.017700616,-0.042608857,-0.061153475,-0.030027298,-0.006802458,-0.04353867,-0.01040207,-0.01292469,0.036338955,0.02508466,-0.06643346,0.010158771,-0.07384841,0.034386266,-0.019138385,0.03345545,-0.050049536,0.000294571,-0.075914375,-0.03436419,0.051984057,0.06519211,0.022793105,-0.07733608,-0.03800735,-0.069437586
0.054282855,-0.015856838,0.029968748,0.046052217,0.010004792,-0.0314902,0.016743148,0.002565577,0.001652148,-0.057833254,0.022392416,-0.029529808,0.004321011,-0.04242559,-0.027669465,-0.044773657,-0.03968342,-0.030272957,0.032116853,-0.059290715,-0.046514932,-0.054919627,-0.052846093,-0.055217326,0.027566629,-0.053275146,-0.04859258,-0.010647891,0.031203773,0.026982121,-0.06181493
0.046709582,-0.013059019,-0.05144841,-0.04631857,-0.045509152,0.03338885,-0.07672892,-0.052315462,0.011411731,-0.015581174,-0.07193856,-0.033566672,-0.048705917,0.028559417,0.0785652,0.021534186,-0.04016425,-0.040542014,-0.049183335,-0.074483804,-0.056191385,0.02978967,0.004008786,-0.047621183,-0.06680632,-0.05062085,-0.033911735,-0.058080316,-0.039068677,-0.062713206,0.056670763
-0.043471508,-0.0271657,0.005908724,0.036216825,-0.053871635,0.009787459,-0.04417859,0.023241762,0.038130004,-0.012325869,-0.0090899,-0.07742549,0.041717045,0.029177321,0.01487875,-0.008418154,-0.010613686,0.001530569,-0.029522883,0.01373375,-0.05175283,-0.023794455,0.012372468,0.00598015,6.03E-05,-0.027599867,0.010875259,-0.046332978,-0.052872952,0.001080868,-0.012301226
0.038330164,0.054932047,0.03728975,0.052917145,0.026824992,0.045885343,0.050022893,0.057909273,0.041699823,0.06512584,0.047464825,0.062087666,0.026923034,0.052171882,0.03782442,0.061392847,0.06725741,0.07283787,0.06663641,0.07346148,0.06556369,0.068227604,0.02810944,0.04893169,0.03417276,0.016949996,0.047239404,0.024012111,0.0430985,0.059269533,0.039724533
0.04591667,0.08236509,-0.030084873,0.029990662,-0.022530448,-0.042665005,-0.035003718,-0.008872955,-0.0213494,0.045375105,-0.005376288,-0.000763237,0.05072069,0.036005296,-0.022534177,0.01856972,0.073676206,0.0648026,0.01633093,0.0818195,0.037015043,0.06162893,-0.05362324,-0.03011674,-0.005302947,-0.013560945,-0.049292587,-0.030451838,0.065619335,0.06469243,0.0624033
0.011277573,0.020220442,0.026947785,0.033988558,0.070747666,0.051212065,0.03207032,0.016940441,0.04062728,-0.050060954,0.014666563,0.06862683,-0.009522541,0.04062036,0.04460139,0.046467394,0.031418793,0.047246236,0.018747078,0.014351821,-0.028825605,0.029557634,0.029593514,0.010549326,0.006956153,0.000987201,-0.032784145,0.051458653,-0.000891683,0.001373765,-0.017378487
-0.07646182,-0.040503044,-0.07918086,-0.07012949,-0.06242915,-0.07388362,-0.074851476,-0.002766517,-0.090836585,-0.023693454,-0.054626122,-0.03865622,-0.05275495,-0.06480281,-0.0746015,-0.07832653,-0.06250147,-0.06499297,-0.057256814,-0.0691295,-0.016225863,-0.05223225,-0.06835315,-0.05425698,-0.03575736,-0.028202284,-0.02246724,0.014939857,-0.052260138,-0.055681434,-0.04536495
0.006729426,-0.07500813,-0.034111362,-0.06836333,-0.036634687,-0.004884332,-0.03269778,-0.04221928,-0.009069472,-0.04208841,-0.019321417,-0.013391283,0.005876231,0.01963712,-0.052077375,0.025275737,-0.009816719,-0.012041964,-0.08155323,0.009270739,0.06785543,-0.025993006,0.011388336,-0.03516493,0.07827319,-0.055805616,0.03080504,-0.044391695,0.04790701,-0.008037739,0.02877079
