,bacon,bagel,biscuits,bread,breakfast,butter,cake,candy,champagne,cheese,chocolate,cookies,cotton candy,crackers,croissant,cupcake,dough,egg,egg rolls,honey,hotdog,ketchup,mustard,pancakes,peanuts,pickles,pie,pizza,popcorn,pretzel,rice,salad,sandwich,shrimp,soup,spaghetti,steak,sugar,sushi,syrup,teabag,waffles,wine
chocolate,0.48335319898464335,0.258506602479853,0.4261513797719829,0.37204111557706476,0.33258932024816534,0.3446215162428181,0.5359627808657333,0.5433309202736133,0.2992823504924429,0.4844105133905945,0.9999999999999999,0.5090062375875064,0.3422039831353709,0.33846492520008997,0.2351829685174155,0.4349821733431227,0.3021014683790131,0.42068213068591565,0.3395453487710127,0.40126798981615175,0.29233656944252917,0.3732098987227894,0.36033972441838824,0.38848793318786945,0.4044883492675102,0.2823410170553786,0.45964932596053065,0.44715290992449164,0.34032819862672914,0.40533609053977515,0.2933574387423157,0.3333130423653501,0.3687871827217766,0.26552356792707266,0.3317799708567519,0.3578381961542706,0.4257091352994522,0.4033478043576455,0.3354398206662703,0.3940416162935132,0.2403922217596739,0.34258013357181993,0.25231721422117737
cookies,0.3955148229924047,0.2911459887892671,0.7756816000655676,0.4166028339309429,0.36340717362869457,0.373777010599589,0.5403402882604722,0.5107067796662208,0.2874414434114404,0.3421013648097071,0.5090062375875064,0.9999999999999998,0.29578267724326524,0.46905537044206014,0.2032555035858763,0.4549225481956196,0.3974546015839294,0.29759793007347113,0.35309094042516254,0.3839850423589024,0.2701906160111346,0.2666737743096834,0.21343645868405148,0.41984624590164876,0.42254914441683356,0.2429708925033386,0.4505170835114196,0.36132285087575267,0.3701975260624255,0.3536441554984573,0.32089188299837446,0.32462519433223447,0.3616938549144858,0.3237538763292632,0.3625259384692028,0.31713198813934373,0.41203375860982094,0.3998520949966581,0.28559173941782445,0.322785667994393,0.2637698993159332,0.39373271845722135,0.33367968484987554
cotton candy,0.30462184435275375,0.26857597906306463,0.2449372544214664,0.2749914664881705,0.22952906344272517,0.2563516094221161,0.3278285074981495,0.5619595735684744,0.25106879467501475,0.2840303175010417,0.3422039831353709,0.29578267724326524,1.0,0.23767009280014628,0.2655985125268143,0.367146815684388,0.33518043931712127,0.3073339721209629,0.3650599704313139,0.36873326363667314,0.2265282533969133,0.2597270837031189,0.24825816033908343,0.27376263952053526,0.29892402479398583,0.18425165984602931,0.305596508949868,0.28565468700965246,0.4524362155500512,0.39837139368531016,0.2540874772833155,0.2202633930318958,0.1685374944778838,0.37840615724435334,0.26336220636418484,0.28441679251537244,0.29848779129533365,0.4358037011162841,0.3283433844695087,0.29982588487207296,0.23278297397855774,0.23977442907177826,0.24106618796119794
crackers,0.31316040530375966,0.3990728386850291,0.6303130259913408,0.5079687642364936,0.3345254240498521,0.3489091310196778,0.40565554302204276,0.4291434084758039,0.28718286852314145,0.5274790347207912,0.33846492520008997,0.46905537044206014,0.23767009280014628,1.0,0.28230281233599297,0.3027524630337155,0.41095125429991675,0.33978193519908695,0.41502790284867075,0.33974847074961,0.30641392981042803,0.2669325354857697,0.30249388429768365,0.2961476512064256,0.483854685361655,0.33824925038152,0.3417099751705689,0.3910375521521572,0.39790792222472793,0.4783909537859796,0.4091192293209991,0.339586583633399,0.4620137709118348,0.36082060781221026,0.45520550085585976,0.39783719136018836,0.27800668806755835,0.3179136639118425,0.3315892370776574,0.3177431677328352,0.36817727713833726,0.30395287258797565,0.3348392634668529
croissant,0.36439667279147114,0.4020115540878324,0.2542708162106996,0.38772442548103214,0.3599499030871456,0.38799932322765485,0.3317655868487255,0.270222675219685,0.2482643458594005,0.3421495573339357,0.2351829685174155,0.2032555035858763,0.2655985125268143,0.28230281233599297,1.0,0.31874959259422964,0.3328380610717334,0.34685534792669603,0.36204340270754576,0.3575288172359059,0.24255889343883885,0.27859960859330246,0.32100329691155294,0.3022179295580534,0.2194569285958654,0.2448226885058543,0.3355293599617051,0.23920645564505782,0.2561094328487692,0.32648257537159764,0.3201770872156522,0.2545664864660301,0.33726530412344435,0.2526336624787331,0.30814079570255415,0.2209268425568418,0.22803658256756787,0.36085593872460464,0.232059938980111,0.34062463598423487,0.28731166454564283,0.2737005840919584,0.25672023331905036
cupcake,0.39171851422821913,0.4538879227235344,0.4044438522937085,0.3226481276408808,0.34798904965600785,0.3690451388802465,0.5544062946859308,0.4635499172550879,0.2966307209611283,0.29865908713479505,0.4349821733431227,0.4549225481956196,0.367146815684388,0.3027524630337155,0.31874959259422964,1.0,0.3691653162169386,0.31386123959835044,0.27605546623193855,0.42783568756074586,0.23088853823841182,0.25877847623260886,0.2405666500195205,0.46819421862181787,0.33599396879364185,0.3700104115485139,0.3724304590656835,0.40436684029416226,0.3764780040413268,0.407744047581327,0.33101765419500384,0.33838462894214416,0.3289024799389819,0.388694705438168,0.3364153786116002,0.32926401669873595,0.3166198155631086,0.42292210913384065,0.30776016192656397,0.32262065689596375,0.2612249336671627,0.4132189538286699,0.2766511152982034
dough,0.35005085309138373,0.3836586817198664,0.4616818372747349,0.6386990418668652,0.3122067428142905,0.39361881792386555,0.4551443434882786,0.38542311877229163,0.23110678718536315,0.36582321603257184,0.3021014683790131,0.3974546015839294,0.33518043931712127,0.41095125429991675,0.3328380610717334,0.3691653162169386,0.9999999999999999,0.43983731552857397,0.45454968816665353,0.24861007858396478,0.31322772762214324,0.30810110869989993,0.23486059754371513,0.37859867914433765,0.3364092374611838,0.21009343902606026,0.4414841022429624,0.5122832140307704,0.2861910274737032,0.4346402205016595,0.3201424973946645,0.26814843864556714,0.3899528049945824,0.28718731200250547,0.36954240067311706,0.4155619871155267,0.3368719634584276,0.38981779739683153,0.287651160816751,0.33176014192201,0.22838511390538785,0.27213475360862016,0.34288788081548127
egg,0.41685837731249453,0.39264866631435336,0.38477434011533074,0.44135478242626136,0.49352861475355214,0.3834356346448635,0.46068466724223545,0.3739091852667342,0.2385335003959852,0.41111214022556297,0.42068213068591565,0.29759793007347113,0.3073339721209629,0.33978193519908695,0.34685534792669603,0.31386123959835044,0.43983731552857397,1.0,0.6592873769619099,0.38998512679304465,0.2653274528794707,0.3615931409684321,0.3435817275236541,0.3645086918923801,0.43754441352519136,0.27396480404347523,0.42796719665976246,0.37782925397449096,0.3072787347489214,0.33031961873180915,0.38794610220445325,0.3752376426420314,0.454566049072758,0.3790369948910959,0.36861516934750904,0.34139232662958086,0.3532862407609887,0.39356285048225526,0.3106975109747585,0.3264111570702246,0.36422672639452713,0.2707552945363676,0.22637256122741334
egg rolls,0.32037014518053497,0.38554738821596113,0.45100912678937943,0.4611988920168999,0.38033073955556507,0.3338889841221234,0.403555656808257,0.3429360917449944,0.3024982616431353,0.3113906100685111,0.3395453487710127,0.35309094042516254,0.3650599704313139,0.41502790284867075,0.36204340270754576,0.27605546623193855,0.45454968816665353,0.6592873769619099,1.0,0.20271071570857424,0.33717319148026514,0.30374250341043085,0.32054641450653687,0.40725024286220624,0.34020355833968785,0.3034765835299793,0.3647584522829509,0.3799720286540582,0.30238418565448555,0.3885655861267667,0.37116398785992843,0.40657900341103326,0.4173204530577871,0.43279552055997605,0.32797777103780446,0.38087132962018067,0.3153087158775858,0.2565839923630866,0.46283455357559133,0.2460185952194779,0.288139441180182,0.3067098588952295,0.20447226518098371
honey,0.42052579265312473,0.27790938208092864,0.4007633291080458,0.39971353486340755,0.4279280219527364,0.38019779276668886,0.40049968241523537,0.45683768638755606,0.28474816897392907,0.29354195047855125,0.40126798981615175,0.3839850423589024,0.36873326363667314,0.33974847074961,0.3575288172359059,0.42783568756074586,0.24861007858396478,0.38998512679304465,0.20271071570857424,0.9999999999999998,0.25905908628806396,0.3442682690147034,0.3437491590640097,0.4029986397253389,0.43020641527290426,0.3107252347439575,0.3474939946119684,0.20355280175067203,0.3280425034964858,0.35337494726164054,0.2992822864429121,0.3327044910468383,0.3587028599919956,0.3391283737925517,0.3903515969284992,0.2753918406096354,0.3666278832519966,0.5992733886519124,0.2180777952510422,0.5488237804933261,0.3375749070633437,0.33074994203450103,0.3036177775481612
hotdog,0.3627558612046877,0.3725511824570582,0.2727730802426165,0.35380072859752176,0.21511222025397037,0.24735156726249397,0.2622132883296042,0.32097883085286616,0.19254649992763162,0.29210550392571655,0.29233656944252917,0.2701906160111346,0.2265282533969133,0.30641392981042803,0.24255889343883885,0.23088853823841182,0.31322772762214324,0.2653274528794707,0.33717319148026514,0.25905908628806396,1.0,0.5100320285431634,0.5865757772909175,0.22889713851112692,0.34706476935670283,0.36832706817875394,0.3194463080009322,0.37129077030444924,0.28411501304061293,0.42050837825819465,0.26813858538971,0.32960630707447947,0.4715312356722028,0.2941101680872171,0.35696945540481084,0.3078704000802649,0.3730103204812786,0.21256543501697478,0.3636481639496467,0.24142398203925008,0.12347205121219851,0.2621011862063716,0.1523527449787725
ketchup,0.36097661650821156,0.22884122895235315,0.26476430970353226,0.34890259927120804,0.24085554010368515,0.40815488379492004,0.3432368171078197,0.3678912407582178,0.20254629528450319,0.420504276397345,0.3732098987227894,0.2666737743096834,0.2597270837031189,0.2669325354857697,0.27859960859330246,0.25877847623260886,0.30810110869989993,0.3615931409684321,0.30374250341043085,0.3442682690147034,0.5100320285431634,1.0,0.6730369589927501,0.39595087182218314,0.344541185977983,0.3494661910903467,0.33869699859166125,0.3849594033376248,0.318344435788839,0.325302765813298,0.2920051214287408,0.3540549893643188,0.3835603927800333,0.28865467065072314,0.32452251565838175,0.396675614512205,0.4184641873722861,0.34822916535965465,0.2958167211753755,0.4712250578152761,0.18641619468244075,0.3225628925581804,0.20736563065822367
mustard,0.2962989745911764,0.29409272986926216,0.2763811841324185,0.4165361924207621,0.19117828603163356,0.3719519697508895,0.34086051334985745,0.3320245273715895,0.20619114490662127,0.3918362232083836,0.36033972441838824,0.21343645868405148,0.24825816033908343,0.30249388429768365,0.32100329691155294,0.2405666500195205,0.23486059754371513,0.3435817275236541,0.32054641450653687,0.3437491590640097,0.5865757772909175,0.6730369589927501,0.9999999999999999,0.28962153282603353,0.3850251650886236,0.4640599379011895,0.271042414026866,0.2760385405190451,0.2729674418311422,0.43198490439152937,0.2937739093103553,0.3591752018136032,0.4749383379998309,0.3051223009898316,0.31803537851059005,0.3561472409493768,0.3267549900179614,0.293461300754134,0.3247748891043847,0.45957176338104966,0.21527175255752928,0.3643531102220574,0.2087956968172675
pancakes,0.456394000911871,0.3645127365317329,0.44105315682014345,0.39833730214675356,0.5960824433687598,0.41387550967761233,0.45462724385365183,0.3267020057885839,0.26822120515192305,0.3203000293207503,0.38848793318786945,0.41984624590164876,0.27376263952053526,0.2961476512064256,0.3022179295580534,0.46819421862181787,0.37859867914433765,0.3645086918923801,0.40725024286220624,0.4029986397253389,0.22889713851112692,0.39595087182218314,0.28962153282603353,1.0,0.3226971682733365,0.2712233424805265,0.41187826107278713,0.4273348954531926,0.31505692627134974,0.2774304527547111,0.2975631351528747,0.36837722508448945,0.32818825819354236,0.33572864392873614,0.3309175505750679,0.39202103454379866,0.419409449430136,0.3392119575062751,0.2965280967383357,0.5827857238190884,0.21294576713414348,0.7042757451318463,0.23136948404368218
peanuts,0.3652667152929491,0.3319651662463865,0.41861429185257193,0.36137422315972234,0.3212875513682757,0.3672833748713611,0.42624028898835364,0.47743267461809813,0.1557324440138621,0.45933017518027586,0.4044883492675102,0.42254914441683356,0.29892402479398583,0.483854685361655,0.2194569285958654,0.33599396879364185,0.3364092374611838,0.43754441352519136,0.34020355833968785,0.43020641527290426,0.34706476935670283,0.344541185977983,0.3850251650886236,0.3226971682733365,1.0,0.3947883859918885,0.3498569701601172,0.36707180185430577,0.410761795430292,0.5097879139154906,0.4100354295570119,0.3662414592146441,0.33596238119544375,0.3336350445901496,0.40067934815907913,0.3229174798315959,0.33758966195143914,0.43135489083573875,0.284627021106987,0.3401656740605752,0.3887549269669899,0.31880040490723494,0.27699574626999857
pickles,0.29243614218087965,0.4224410791326285,0.2608916234206615,0.340109768345058,0.1679099780707365,0.29458165044351814,0.27667393385703065,0.2566118643178046,0.22246116411023065,0.3833580717605741,0.2823410170553786,0.2429708925033386,0.18425165984602931,0.33824925038152,0.2448226885058543,0.3700104115485139,0.21009343902606026,0.27396480404347523,0.3034765835299793,0.3107252347439575,0.36832706817875394,0.3494661910903467,0.4640599379011895,0.2712233424805265,0.3947883859918885,0.9999999999999998,0.2054335011791264,0.2841759201685471,0.3121252894179656,0.45597812789111447,0.29238902972696257,0.37557166793038577,0.39518244973775807,0.3432946385066231,0.3018957496129018,0.291157465578302,0.2513283170442526,0.30778432134138844,0.3796415946573136,0.2933236606444042,0.19494703193210472,0.30917867254620346,0.2112780564157728
pie,0.4036801264865524,0.316817258267039,0.44717216963720485,0.39497155124840466,0.4094937091569443,0.3411173996930874,0.6146123844471767,0.3891750495976347,0.23996957368454774,0.4462389926652701,0.45964932596053065,0.4505170835114196,0.305596508949868,0.3417099751705689,0.3355293599617051,0.3724304590656835,0.4414841022429624,0.42796719665976246,0.3647584522829509,0.3474939946119684,0.3194463080009322,0.33869699859166125,0.271042414026866,0.41187826107278713,0.3498569701601172,0.2054335011791264,1.0,0.46821809161802086,0.3380863500901534,0.3590430439082313,0.3017403180990005,0.3690219675136506,0.3977294517387049,0.34591636417162896,0.41550175851909044,0.35985931967610174,0.4308915043476643,0.3634888061415176,0.292429176012156,0.3110715053432812,0.3559302266442691,0.3658444719331254,0.3482032444852352
pizza,0.4472389832391057,0.38331203407420245,0.3837177160146569,0.4690422857603155,0.3633157646006804,0.29071036514298954,0.495051828657469,0.36135089000826537,0.2197684034378684,0.5782015157074041,0.44715290992449164,0.36132285087575267,0.28565468700965246,0.3910375521521572,0.23920645564505782,0.40436684029416226,0.5122832140307704,0.37782925397449096,0.3799720286540582,0.20355280175067203,0.37129077030444924,0.3849594033376248,0.2760385405190451,0.4273348954531926,0.36707180185430577,0.2841759201685471,0.46821809161802086,0.9999999999999998,0.3415862295556964,0.41734604528139574,0.3858194767538864,0.45394092362898353,0.40323952289994835,0.359046072869067,0.41488412773411554,0.5058414565014764,0.49724191022615405,0.1984129666025085,0.4735139177755777,0.18681171543318453,0.20267723136768334,0.3868809655314984,0.3490030053551345
popcorn,0.37690994899383923,0.3831578075020289,0.3401117862049716,0.3682419947801734,0.26028579839675603,0.47913819153159687,0.3164616559722483,0.4665766661677919,0.23327268137066015,0.3854358663445704,0.34032819862672914,0.3701975260624255,0.4524362155500512,0.39790792222472793,0.2561094328487692,0.3764780040413268,0.2861910274737032,0.3072787347489214,0.30238418565448555,0.3280425034964858,0.28411501304061293,0.318344435788839,0.2729674418311422,0.31505692627134974,0.410761795430292,0.3121252894179656,0.3380863500901534,0.3415862295556964,1.0,0.438347744455589,0.3634961810420009,0.2975628622381459,0.35004128574856785,0.37318027831207246,0.39594618970948736,0.3655495933322056,0.32124129247236244,0.29025681470774267,0.30630181036462634,0.2768289191727731,0.24692985842247328,0.3517031309944443,0.30348047474076945
pretzel,0.35993483328000087,0.46593129755481755,0.37771010856221654,0.4197372973495751,0.2749837401462021,0.37633962538654453,0.41561076155196486,0.4620429910015681,0.23592056243731108,0.4413873078079653,0.40533609053977515,0.3536441554984573,0.39837139368531016,0.4783909537859796,0.32648257537159764,0.407744047581327,0.4346402205016595,0.33031961873180915,0.3885655861267667,0.35337494726164054,0.42050837825819465,0.325302765813298,0.43198490439152937,0.2774304527547111,0.5097879139154906,0.45597812789111447,0.3590430439082313,0.41734604528139574,0.438347744455589,1.0,0.2635123928665356,0.27834154487555196,0.41821408274070415,0.3235588180959119,0.28385779834429603,0.4083701965634581,0.2716155788718344,0.3705935447454052,0.33268500991916405,0.38355589605760965,0.31026443618033683,0.36763971669120066,0.3109882494347276
rice,0.31107566695473854,0.2973706410022384,0.3824480564474735,0.47162889565381183,0.28919563993198416,0.4043848065829456,0.3361964532304571,0.3381348863617355,0.24423024093511758,0.35751290222601173,0.2933574387423157,0.32089188299837446,0.2540874772833155,0.4091192293209991,0.3201770872156522,0.33101765419500384,0.3201424973946645,0.38794610220445325,0.37116398785992843,0.2992822864429121,0.26813858538971,0.2920051214287408,0.2937739093103553,0.2975631351528747,0.4100354295570119,0.29238902972696257,0.3017403180990005,0.3858194767538864,0.3634961810420009,0.2635123928665356,0.9999999999999998,0.39194685376437777,0.3147802117791969,0.39217820051977703,0.4466236060126503,0.4228603010566745,0.39057803920095857,0.35498938081439657,0.46430762184514474,0.3226356534965058,0.24678601831759917,0.22694691106674925,0.3769965208374173
salad,0.3405050797872171,0.2960222692475496,0.3534200162588673,0.4066548887151653,0.3532069004675781,0.31641507613172537,0.4222066909618083,0.30461686046362013,0.27837533765873346,0.4069434262120901,0.3333130423653501,0.32462519433223447,0.2202633930318958,0.339586583633399,0.2545664864660301,0.33838462894214416,0.26814843864556714,0.3752376426420314,0.40657900341103326,0.3327044910468383,0.32960630707447947,0.3540549893643188,0.3591752018136032,0.36837722508448945,0.3662414592146441,0.37557166793038577,0.3690219675136506,0.45394092362898353,0.2975628622381459,0.27834154487555196,0.39194685376437777,1.0,0.5038893009252342,0.40656380807005477,0.5034115493982032,0.38584054377802246,0.45239868629746915,0.25710814913514723,0.3981881952209796,0.3519077311530059,0.32583159546291796,0.3465370800190404,0.31771096765109386
sandwich,0.4053985832101332,0.4773322617406488,0.3935121410699427,0.5482786518590036,0.4052643443609303,0.3888044016101124,0.3997915603404163,0.3339823716770418,0.23075512339331639,0.4577021628757669,0.3687871827217766,0.3616938549144858,0.1685374944778838,0.4620137709118348,0.33726530412344435,0.3289024799389819,0.3899528049945824,0.454566049072758,0.4173204530577871,0.3587028599919956,0.4715312356722028,0.3835603927800333,0.4749383379998309,0.32818825819354236,0.33596238119544375,0.39518244973775807,0.3977294517387049,0.40323952289994835,0.35004128574856785,0.41821408274070415,0.3147802117791969,0.5038893009252342,0.9999999999999999,0.299890483130538,0.477068291512053,0.3415922735223311,0.4297535872963347,0.2864766767407616,0.3717810603238878,0.3808974957366946,0.31831019646999026,0.3579326227571007,0.22348195219903366
shrimp,0.3646133401601841,0.37099649552008374,0.37637949259431736,0.3452069667039125,0.3078576143809505,0.369457451887226,0.34025924833941235,0.3352574883852255,0.28531093800159046,0.2996145986993093,0.26552356792707266,0.3237538763292632,0.37840615724435334,0.36082060781221026,0.2526336624787331,0.388694705438168,0.28718731200250547,0.3790369948910959,0.43279552055997605,0.3391283737925517,0.2941101680872171,0.28865467065072314,0.3051223009898316,0.33572864392873614,0.3336350445901496,0.3432946385066231,0.34591636417162896,0.359046072869067,0.37318027831207246,0.3235588180959119,0.39217820051977703,0.40656380807005477,0.299890483130538,1.0,0.45654178578049454,0.4224725658112234,0.40022665123806966,0.3070531615481712,0.5048622154906697,0.34720075746501267,0.2673377193815347,0.324456216792698,0.372753303685305
soup,0.426681237077131,0.3387689554077371,0.41662952752542814,0.46807920586927554,0.3830651257488039,0.2675690640682895,0.3657040682427979,0.30295690323063007,0.24649579212803718,0.38614491713766297,0.3317799708567519,0.3625259384692028,0.26336220636418484,0.45520550085585976,0.30814079570255415,0.3364153786116002,0.36954240067311706,0.36861516934750904,0.32797777103780446,0.3903515969284992,0.35696945540481084,0.32452251565838175,0.31803537851059005,0.3309175505750679,0.40067934815907913,0.3018957496129018,0.41550175851909044,0.41488412773411554,0.39594618970948736,0.28385779834429603,0.4466236060126503,0.5034115493982032,0.477068291512053,0.45654178578049454,1.0,0.4858349668999028,0.4167356784664227,0.2847178094689048,0.35182979379302326,0.34131274151110236,0.3863181535235036,0.25698454891803024,0.30298079065487094
