Kitchen Items,bag,basket,blender,bottle,bowl,cabinet,can,can opener,chopsticks,cooler,cork,cup,drawer,flask,fork,grill,jar,kitchen,knife,ladle,measuring cup,nutcracker,plate,refrigerator,rolling pin,spatula,spoon,straw,teapot,toaster,toothpick
0.053054746,-0.005483428,-0.04745668,-0.016603684,0.040065113,-0.051609118,-0.0037233212,0.018276373,-0.008244534,-0.03296102,0.019681988,0.008456127,-0.062117152,-0.012671544,0.043202806,-0.020712469,-0.0065787644,-0.005563178,0.039209995,0.028586641,0.045959204,-0.057362746,0.033476435,-0.016635602,-0.059591785,-0.03911077,-0.01939097,-0.024393188,0.033585962,0.008809409,0.022372004,0.03581572
0.0010601754,-0.0143250525,-0.038292497,0.03263464,0.048058126,0.06451738,0.018876854,-0.008977311,-0.0076936525,-0.04584161,-0.015029213,0.031908453,0.0019654247,-0.071269184,0.05797055,-0.07737322,-0.07806031,-0.04205877,-0.009383454,-0.07634876,0.020002995,0.031260587,-0.07508356,-0.022501066,0.002358736,-0.046994444,-0.068600655,0.05226292,0.06724238,0.031994604,-0.009548332,-0.03963415
0.013685946,0.029959243,-0.022404835,-0.01993171,-0.009243604,-0.025275659,-0.014349599,-0.023878753,0.011246543,-0.02957355,0.038666073,0.015274355,-0.03732722,0.0024712181,-0.0020544643,-0.015345647,-0.0053296397,-0.008133635,0.033113655,-0.043891277,-0.012441993,0.02726408,0.021113815,-0.07250063,0.013850396,-0.0092749,-0.0026349265,-0.009734866,0.030697742,0.036984254,-0.045744676,0.005224151
0.0004759907,-0.014482236,0.01939934,-0.062262274,0.023310997,-0.027091922,0.013914635,0.10224737,0.073115945,0.009244164,0.013365702,-0.0016323385,0.034701344,-0.030153647,-0.0035775688,-0.055825133,-0.012645718,-0.04880537,0.030105963,-0.05668272,-0.045447398,0.05445166,0.015054026,0.018345445,0.0020317596,-0.040577132,-0.066194475,-0.064801775,-0.021630963,-0.019573193,-0.016438138,-0.028484961
-0.0906146,-0.0025165936,-0.030433932,-0.07505706,-0.086455815,-0.063696735,-0.024599276,0.036340524,-0.07228459,-0.07653303,-0.0232231,-0.06965279,-0.08950682,-0.03646658,-0.07649277,-0.0842686,-0.087691456,-0.078607276,-0.08764071,-0.054917112,-0.08592062,-0.08091204,-0.062999316,-0.07976089,-0.082799874,0.037826344,-0.082041435,-0.080761425,-0.0734696,-0.0782791,-0.077010326,-0.08802809
0.0052949623,-0.012694411,0.007414207,0.050612684,-0.0065532555,-0.0037078834,-0.0072410386,0.02273276,0.006877708,-0.03811783,0.02520398,-0.004257815,0.00600916,-5.2012874e-05,0.057507336,0.04666605,0.04047614,0.016221441,-0.008034964,-0.022526776,-0.029234488,0.05290684,-0.00310796,0.01543966,-0.013669274,0.036564745,-0.032287907,-0.048359863,-0.013483614,-0.053564876,0.013995952,0.00856666
0.005425445,0.03722677,0.039529707,-0.05925226,-0.04361478,0.03350343,-0.0151684955,0.00964895,0.055429414,0.061584033,0.050861735,-0.054833483,0.0056147943,0.025590675,-0.0067234067,-0.0028880753,0.08387333,0.0024434254,-0.0108824,-0.040270127,0.0073324447,0.029514026,-0.02040262,0.0226742,0.010912493,0.06896582,0.04249296,0.011403708,0.020085769,0.00958678,0.048770454,-0.007930632
0.049898054,0.06436951,0.03398395,-0.030842192,0.07039319,0.031745426,0.07922561,0.051936276,0.05725312,-0.0356695,-0.014802525,-0.008700627,-0.04438567,0.03076711,0.06456578,-0.04389285,0.0532828,0.02318989,0.061435215,0.018693099,-0.011767163,-0.02665924,0.048620448,0.003489787,0.047772072,0.03857094,0.070934854,-0.051084988,0.06984903,0.06496851,0.010914465,0.051699247
0.01858312,-0.02987809,-0.03157951,-0.06144243,-0.031604014,0.020886248,-0.049451772,0.06795191,0.013092128,-0.015974762,-0.0014666726,0.041665148,0.01715005,-0.058462437,-0.047371935,-0.0054896376,-0.010792092,0.032679927,0.053223852,-0.01959443,0.007910504,0.012541357,0.007544898,-0.07874,0.0342061,0.04135429,0.07695975,7.8121986e-05,-0.04828737,-0.06334636,0.0394031,-0.06544172
0.053485718,-0.02014629,-0.046114955,0.0023296352,-0.001944846,-0.06724569,0.016361747,0.05513612,0.038401026,-0.041437604,-0.07175529,-0.034192998,-0.0764244,0.01176435,0.03069551,-0.054531906,0.0043592895,-0.058800116,-3.244269e-05,-0.051347457,0.016561558,-0.0663212,-0.051448718,-0.02425725,-0.044004403,0.054725103,-0.00915468,-0.054882407,-0.03858315,0.046010803,-0.060243208,-0.017064318
0.05015005,-0.022435905,0.004732727,-0.0087760575,-0.03543368,-0.019795178,0.027296377,-0.017606132,-0.029610759,0.033427875,0.0071274852,0.032876775,0.011492609,0.02451576,-0.026290346,-0.052414525,0.017382672,0.0067014247,0.00020370686,-0.00088741886,-0.0020845956,0.0033452422,-0.0593805,-0.043156378,0.036434855,0.03735198,0.050745506,0.036081545,0.057495516,-0.0060591376,0.034369547,-0.019640677
0.06872661,0.020190747,0.07187319,0.02679282,-0.009599614,0.06372218,0.023811221,-0.023287054,0.063096836,-0.014437955,-0.0018397305,-0.03362564,0.061664693,0.07700178,0.061078496,0.07107173,0.069971,0.06303947,0.07162231,0.049801573,0.06769183,0.076701224,-0.021047326,0.07920279,0.06118608,0.064404644,0.0634242,0.0327041,0.024729488,0.06219719,0.07752025,0.03319423
0.003018948,0.010928282,0.011277583,-0.024294892,-0.011534872,-0.00458672,0.03864426,0.00094628276,-0.014189563,-0.054935176,-0.014735275,0.03972755,-0.027635626,-0.006892385,-0.04188965,-0.032346994,-0.011570452,0.06664126,0.020798966,0.016363146,-0.024117444,0.039868046,-0.010293265,0.04374409,0.05144591,-0.030099137,-0.049184043,-0.031441923,-0.0459371,-0.025379378,0.0056312364,-0.07621375
-0.01261039,-0.033166017,-0.010847246,0.06994954,0.019085018,-0.024677685,-0.051446673,-0.024667047,0.039123885,-0.0028458894,-0.03756855,-0.037988555,-0.029011186,-0.01434293,-0.01711893,-0.023601132,0.0042525805,-0.02181336,-0.04322615,-0.049929153,-0.054780524,0.026153684,-0.036942188,0.020004448,0.035207726,-0.05256362,0.0069825687,0.029780604,-0.04498725,-0.030004106,0.04185032,-0.04203167
0.018080436,-0.041581474,0.00014230488,-0.016408969,-0.04856084,-0.008850747,-0.06428348,-0.056323394,-0.07316101,-0.06748094,-0.020547332,-0.07768521,0.05287687,-0.04339889,-0.03703713,-0.033998046,-0.063699566,-0.023113295,-0.0038254801,-0.06422199,-0.039310582,0.038288735,-0.08424654,0.014464406,-0.036671553,0.024024328,-0.037372023,-0.008508607,0.0054323836,-0.028787881,0.0027827562,-0.075123444
-0.033378597,-0.0045960248,-0.04932951,-0.031371363,0.05810835,0.03904845,-0.07215535,0.05834542,0.06560951,0.05646104,0.010009384,-0.060942523,-0.040013116,-0.038448036,0.030253876,0.0353869,-0.0026355304,0.048073452,-0.04314327,0.055814162,0.060371343,-0.011966883,0.003124981,-0.00793059,-0.017538328,0.023236115,0.02013683,0.07955741,0.06191478,0.0012255413,-0.015239223,0.05702104
-0.067317635,0.018244358,-0.027448833,-0.043732483,-0.029797662,0.045158625,-0.024360375,-0.010191671,-0.07636298,0.02493136,-0.02658302,-0.05229951,0.01963729,0.051043436,0.044082757,0.032352813,0.047975544,-0.011850787,-0.041586675,0.033861876,0.024597626,0.011350639,-0.04119805,0.024546139,-0.053553026,-0.017760653,-0.011479622,0.020408643,0.059548687,-0.054036494,0.039929252,-0.014448728
-0.018797815,-0.05952527,-0.023840705,-0.026926355,-0.05914217,0.019611219,-0.010427443,-0.04810006,-0.056152124,-0.02017346,0.024083382,0.03692388,-0.060251508,0.003811827,-0.05399792,-0.027789922,-0.047263507,0.01517688,-0.030339794,-0.058447264,0.018351564,0.021878464,-0.06836722,-0.07129704,0.03612692,-0.018143978,-0.047060825,-0.07119053,-0.056605246,-0.059918217,-0.0015720091,-0.045482278
0.023006624,0.03934072,0.033315424,0.0017709329,0.068472624,-0.031769462,0.006724849,-0.039249983,-0.041559335,-0.030011544,0.033146694,0.054021616,0.0740114,0.008909026,0.016931957,-0.032312818,0.0046199406,0.043001883,0.036104877,-0.060041104,0.0020238946,0.043016654,0.06733893,0.011177337,0.06420372,-0.04186861,-0.028806109,0.03988234,0.024156345,-0.030806737,-0.044236027,-0.022143735
0.02049487,-0.05350643,-0.05877788,0.015138252,-0.015149641,0.06801963,0.06285159,-0.04174495,-0.06612306,0.0013404819,0.025415959,0.046717778,0.038772877,0.02281218,-0.02145102,-0.06188291,0.021670971,-0.045912124,-0.030777741,-0.04041107,-0.00307476,-0.012894463,-0.020500015,-0.0362488,0.012366595,-0.012691447,-0.06218703,-0.04572072,0.048721924,-0.028543713,-0.031146897,0.04278648
-0.050547007,0.08622292,-0.042274512,-0.06531317,0.053409547,0.07432018,-0.032284636,-0.051994186,0.01792107,0.07283948,-0.04644227,0.04531807,0.025331022,0.01516587,0.059326436,0.04539891,-0.060163412,0.030651633,-0.070415445,-0.0024193851,0.06092951,0.014258398,0.0059374594,-0.037294313,-0.07645868,0.025068449,-0.055160586,0.06518369,0.062918715,0.05832333,-0.028851807,0.01792865
-0.0034039186,-0.0013566979,0.012179648,0.032756433,-0.044814706,0.039272785,0.050854076,-0.048312742,0.023918036,-0.0039785723,-0.056577064,0.03499923,0.06465594,-0.004786749,-0.033308856,-0.008348776,-0.0074178297,-0.034380868,0.0037375016,-0.04851035,-0.044085097,0.05319413,0.016589006,-0.03890422,0.032068435,-0.0016270517,-0.0061580627,0.014485226,-0.026293546,-0.053805556,-0.041656956,0.038609184
-0.0017326002,-0.07411051,-0.0055764597,0.014098408,0.036118034,-0.052640237,0.05182335,-0.013466689,0.044484466,-0.062034942,-0.04726409,-0.052444477,-0.016640078,0.079953104,0.033409256,-0.07061295,0.06647783,-0.0071457033,0.0027883002,-0.027616583,-0.045905877,0.027074585,-0.05527093,-0.021642126,-0.032247845,0.018127518,0.041818254,-0.057032127,-0.069371566,-0.01594267,0.03141059,-0.04551215
-0.015170236,0.08913024,0.08367489,-0.027327761,0.044981588,0.04863982,0.016772287,-0.0071311626,-0.03539064,-0.0321628,0.054482717,0.020663192,0.08024498,-0.024470937,0.058262113,0.034638118,-0.011243396,0.08575689,0.03353331,0.029966746,-0.020930737,0.0792649,0.08447749,0.035058994,-0.05212565,-0.006536779,0.019547183,0.038142115,0.060463563,0.04686716,0.026734505,0.070362024
-0.03589227,0.048018437,0.061164774,-0.051205024,-0.050731193,0.07569306,0.06331941,-0.03980252,-0.047489963,0.03515746,0.0376656,-0.0723266,0.06180725,-0.00032964878,-0.046165254,0.06794723,0.016518993,0.022355981,-0.05234437,-0.014214485,0.022341894,0.05919367,-0.016687153,0.03603781,-0.053594954,0.006729264,0.0028822073,0.07489011,0.035725877,0.07787845,0.06304791,-0.054442704
0.025616506,-0.024689613,0.033795383,0.016837973,0.059448738,0.05292396,0.022281924,0.0334841,0.048348896,0.03443217,0.018935073,-0.06927935,0.03215671,-0.005973328,0.042976588,0.018928746,0.005481831,-0.0074331937,-0.024834968,0.025490189,0.06412908,0.04214064,0.028858513,0.047499914,0.013815928,-0.05627823,-0.0471364,-0.052334387,-0.037577048,-0.0069310903,0.026310688,0.02731498
0.043974023,0.001936568,0.06359336,0.0383467,0.023479559,0.067290455,0.046712026,0.053807255,0.054752547,0.009396825,0.0015738667,0.0018852405,0.04806251,0.027243653,-0.047178607,0.058452237,0.0540491,-0.0131988255,0.06273357,0.0393226,-0.0030838596,-0.034381326,-0.012604673,-0.03434203,0.016505675,-0.05298784,0.04157301,0.06608341,0.05620766,-0.02074061,0.065462746,-0.032642674
-0.035062347,0.011373757,0.06715173,-0.003689608,0.0032219037,0.038601033,0.052791987,-0.056274198,0.07058822,0.05796926,-0.038845208,0.021646218,0.07933767,0.060816344,-0.011309943,0.07598637,-0.05059066,0.07402236,-0.01035553,0.07262705,0.041266486,0.079692125,0.062387995,0.063120954,0.04339839,0.0752806,0.06566662,0.07906715,0.050500255,-0.002872437,-0.032508917,0.06460506
-0.01576896,0.027823687,-0.00033557566,-0.05632758,0.004381814,-0.047059994,-0.052368704,0.0044638785,-0.007465312,0.021969408,-0.059269182,0.077886134,0.059079885,-0.061782934,-0.019738315,0.008497714,0.019729609,-0.039825212,0.029080465,0.01578558,-0.056272577,0.026736256,-0.067111924,0.04748938,-0.048903342,-0.04990742,0.0169517,0.014332099,0.0035186461,0.06940256,0.002304756,-0.040932056
0.0562493,0.006748213,0.035724133,0.04669874,-0.045864232,-0.043575305,0.036158007,0.016554544,-0.050303243,-0.029242635,0.016381897,-0.068098456,-0.07089111,-0.03396634,-0.015269193,-0.022378907,0.0066227894,-0.060531944,0.024683503,-0.011285691,-0.02995076,-0.067196906,-0.078412026,0.025833499,0.028419185,-0.017214037,0.061568398,-0.05558716,0.06639138,-0.035726327,0.061114926,-0.011246212
-0.05272346,0.039938543,0.08137188,0.0026793128,0.014343324,-0.014226413,0.013139635,-0.023891328,0.0056329095,0.035931922,-0.013291582,-0.061339438,-0.012444399,0.045804974,-0.0009252436,0.03231934,0.0018201375,-0.054778017,-0.05072052,-0.009041867,0.007921298,-0.021619188,-0.020985546,-0.0059779594,-0.025629155,0.015341362,0.044325657,0.040570993,0.02603445,0.031039063,-0.040321648,-0.030077606
0.036681052,0.057498265,-0.0042504165,0.028514346,0.054272424,0.067716405,-0.045973852,-0.01794553,-0.000889111,0.00014428601,-0.0040882905,-0.022660527,0.06292519,-0.0018440064,0.05035781,0.03578573,-0.03741085,0.042764746,0.036191527,0.021117505,0.016009415,0.069544494,-0.022127315,0.03557453,-0.043319207,0.06262681,-0.025805894,0.054459874,-0.0128092,-0.035204705,0.00307592,-0.008760397
0.04854331,-0.09262373,-0.08475622,-0.07214773,-0.081717394,-0.008639528,-0.028838757,-0.06770228,0.01755196,-0.03172676,-0.009310604,-0.0027175897,-0.058359765,0.0019022491,-0.07602475,-0.023115426,0.079113536,-0.07297461,0.049182832,-0.033371136,-0.05166719,-0.047940876,0.005545801,0.051419076,-0.032406926,0.002959071,0.009574717,-0.03613476,-0.07311821,-0.061579715,-0.03325314,-0.02474813
-0.048590317,-0.07673472,-0.037407093,-0.061155166,-0.0726822,-0.03987663,-0.0655391,0.04538768,-0.041611824,-0.06597148,-0.043614715,-0.040497314,-0.06159056,-0.058110062,-0.06896997,-0.06006773,-0.056118075,-0.03652691,-0.06182306,-0.06590052,-0.06442648,-0.0643643,-0.060470328,-0.07663483,-0.04494402,-0.07701773,-0.03450792,-0.059206497,-0.05928735,-0.028195921,-0.062207635,-0.06545882
-0.086745925,-0.02863681,-0.05891461,-0.029033532,-0.04453713,-0.06205422,-0.008073068,0.006846364,-0.07608282,-0.061769996,-0.008024632,-0.07435721,-0.036659747,-0.0069555035,-0.011692571,-0.032522026,-0.081419036,0.0027791813,-0.08289049,-0.053649053,-0.087779716,-0.06772954,-0.05767243,-0.06918181,-0.07295053,-0.034642026,-0.07867336,-0.046883307,-0.06949571,-0.015916783,-0.06861029,-0.018975701
-0.0077328235,0.0057154144,0.027097136,0.056423265,0.05306294,0.061564893,0.0069598295,-0.061036814,-0.06134839,0.02102813,0.014169376,0.06420183,0.04576389,0.0013076712,0.05218241,-0.01444793,0.039629363,-0.039550543,0.007732594,0.025288856,0.05096278,0.03273377,-0.040360287,0.06815951,0.044474207,0.06715435,0.043723483,0.017457796,0.062225327,0.074393,-0.06405292,0.054106124
0.020073347,-0.019867757,-0.002004453,-0.05258125,0.00990839,-0.036568124,-0.029949281,0.02369465,-0.01371715,-0.017491007,-0.041799042,0.03614136,-0.041031823,-0.038556136,-0.029563863,-0.06721686,-0.019919224,-0.04699396,-0.004520478,-0.042301584,-0.031932686,-0.041169155,-0.05805841,-0.06395668,0.009020456,-0.0065774354,-0.0017495226,-0.0601433,-0.047075573,-0.03331732,-0.03143977,0.034879737
0.02133701,0.041556105,0.06359308,-0.016260615,0.026556153,0.020745125,-0.037455596,0.01778344,-0.058333535,0.050383523,0.08103622,-0.005758743,-0.0481197,0.0020486107,0.029149791,0.000760686,-0.034485124,-0.03910169,0.02460305,-0.04675369,-0.02245411,-0.026472084,-0.048241857,-0.0028969466,0.028847365,0.012273962,0.02829796,0.067453876,0.05949396,-0.03503226,0.038520753,-0.014529433
-0.0642513,-0.0024692651,0.015428723,-0.044907432,0.012224378,0.057395454,-0.023946198,-0.041510407,-0.06504517,-0.014439865,0.046780147,0.07320019,0.02773868,-0.014000607,0.077452086,-0.0761186,-0.08075529,-0.032912575,-0.034230035,-0.083642945,-0.05549419,0.040979072,0.005690602,-0.04890826,0.039429888,0.05081259,-0.039115228,-0.04320692,0.06863964,-0.04096391,-0.06781139,-0.005964305
-0.0748577,0.009171753,0.03055792,-0.021536516,0.030044572,-0.080967896,-0.016045306,0.0071176947,-0.02264702,-0.06674357,0.08590235,0.04612031,-0.009048088,-0.030481014,-0.067850195,-0.06723151,-0.0042644115,-0.024463935,-0.056327946,0.04811775,-0.06237764,-0.031469136,0.029058186,-0.04173257,0.042571038,0.027355934,0.010721216,-0.050005488,-0.002149335,-0.040391527,0.008918621,-0.025163613
-0.011512702,0.03547659,0.08542076,0.053110577,0.056190178,0.08109508,0.0058921166,0.064468265,0.008635187,0.055110406,0.07700183,0.029284617,0.0907015,0.041495256,0.0744679,-0.019719884,0.017877797,0.08771881,-0.041976776,0.016012967,0.06408413,0.07880289,0.061542246,-0.0033281143,0.020629162,0.019047242,-0.005063952,0.052062817,0.07553228,0.03724766,0.018664574,0.05574973
0.067344,0.06658154,0.06219256,0.040274918,0.026147967,-0.011849767,0.04513088,0.06472546,0.029707288,-0.0033270207,-0.034926455,0.010832562,0.052302744,0.05029303,0.031992808,0.012082863,-0.02150503,0.01879526,0.046436816,0.035653934,0.013402252,0.057823207,-0.018251222,0.038616605,0.06382731,0.037919685,0.0068295696,0.020552715,0.031818647,0.029246092,-0.0020077166,0.0009061083
0.052145105,0.08803814,0.07988221,0.05317687,0.08205258,0.08133818,0.08731066,0.07660494,0.021354606,0.062503,0.08125598,0.0769677,0.08609151,0.064375065,0.069208026,0.07693083,0.074641764,0.08770607,0.0732124,0.077563755,0.06545291,0.064384185,0.06744453,0.09156572,0.06741009,0.06251279,-0.01055609,0.06425467,0.07766575,0.058244944,0.07021578,0.065823585
-0.051978327,0.04831812,0.05125392,0.06458816,0.072033525,0.07543153,0.053286698,0.06330269,0.016484529,-0.031315036,0.028603384,0.05609409,0.06732283,0.06943607,0.05094826,0.07365134,0.004535396,0.049273357,0.0011756038,0.05706343,0.047871914,0.060395267,0.028541552,0.078599624,0.054051254,0.066687234,0.01565424,0.072177,0.03731839,0.015611314,0.032968864,0.037749395
0.0072664386,-0.06731288,-0.00829852,0.052713256,-0.07198801,-0.017890362,0.031092914,-0.04376525,-0.0003266857,0.07078437,-0.045022056,-0.022488486,0.05473051,0.07103052,-0.07508053,0.07025568,0.069316655,0.0016177647,-0.0048209787,-0.005068948,0.003663487,0.018467838,0.07948245,0.06996106,-0.06114188,0.053384818,0.042153172,-0.00955284,-0.069078416,-0.0071961875,0.05962222,0.0023281572
-0.069776736,0.037533134,0.015450782,-0.07163676,-0.05778991,-0.00155958,-0.060278907,0.005927637,0.063727595,-0.057916556,-0.060289886,0.0106904255,-0.06850971,0.047944948,-0.0062367767,-0.08060196,0.04138503,0.022045609,-0.07764576,-0.038123224,-0.048496414,-0.04452212,-0.06327333,-0.04143857,-0.010200797,0.0148890065,-0.06304823,-0.0403735,0.023693636,-0.047537584,-0.017744673,-0.046281513
-0.026772166,-0.03267429,0.016638553,0.046833776,-0.040560212,0.013118695,-0.045278683,0.048070233,-0.017864091,-0.022360755,0.032804515,0.06096203,-0.029426733,0.019527115,-0.008158028,-0.019092303,-0.011527005,-0.025197193,-0.013515138,-0.032000553,0.00525128,-0.032116134,0.022212489,-0.018215787,-0.02494602,0.041096624,0.0035325508,0.009847308,0.035017602,0.01861418,0.004958192,0.00022907562
0.062172733,0.026602948,0.049001217,0.060277447,0.028360376,0.052272223,0.011773667,0.017842954,0.034002393,0.058745176,-0.018096875,-0.08100609,0.07807246,0.021281825,-0.026251795,-0.0429315,0.05563763,-0.0013404094,0.012601165,0.029259518,0.0074263765,0.06954548,0.070171654,0.044364076,0.054414272,0.025589513,0.074877724,0.045972437,-0.035741646,-0.06094209,-0.058341607,0.06350102
0.082127996,0.0680786,0.072116874,0.05775941,0.06650556,0.017164288,0.09236576,0.033686608,0.05211878,0.029658442,0.05696994,0.0410316,0.0526888,0.06052977,0.070163354,0.060283065,0.06600701,0.027789485,0.05309903,0.03971952,0.050818115,0.045193546,0.042455215,0.07263379,0.06927195,0.043986846,0.030002523,0.027402872,0.05410653,0.0663034,0.054348443,0.060299993
-0.0011505967,0.038787432,0.022871027,0.043822642,0.011449111,0.04745449,-0.04025821,-0.004025673,0.057384644,0.023040777,0.038874213,-0.044804588,0.040477317,-0.0191466,-0.0070021967,0.02796397,-0.03374529,0.035296533,-0.03672374,0.054188948,0.035580806,0.03599668,-0.0053764787,-0.055160906,0.034988347,-0.009111471,-0.0290254,0.062384464,0.06157096,0.035160773,-0.010644631,0.02346585
0.01632426,-0.060126655,0.037143864,-0.054183826,-0.04253144,-0.07337428,0.04405661,0.023704406,-0.06659518,0.025185186,0.030191643,0.009880843,-0.06641145,-0.024688348,-0.002574153,-0.042727564,-0.0703511,-0.052454446,0.030847324,-0.027862608,-0.06947343,-0.01383387,-0.05847894,-0.023537429,-0.00019079595,-0.08033138,-0.05312231,-0.054675262,0.018904699,-0.039649382,0.005664551,-0.034591485
0.051996693,-0.005648003,-0.04026379,-0.020730302,-0.0033765703,-0.07436298,0.007466918,-0.046219528,0.03010099,-0.04183504,0.056947753,-0.009573643,-0.08469179,-0.044521578,-0.011493631,-0.06493766,0.03620812,-0.09312871,0.061267935,0.08040128,-0.014046042,-0.079211704,-0.07850828,-0.044678755,0.009420183,-0.0042018294,-0.07467311,-0.05940851,-0.055390693,-0.07463501,0.019323528,-0.01759893
0.005871184,-0.041510563,-0.004268212,-0.060801275,-0.06952539,0.042236477,-0.036248323,-0.011219217,0.0174853,0.029206812,-0.064091265,-0.018852247,-0.005219623,-0.05317061,-0.015545294,0.005118294,-0.06721221,-0.025366863,0.024900574,-0.00036592645,-0.0173084,-0.033747084,0.042748798,-0.023266872,-0.0038191027,-0.013976079,-0.021790667,-0.017014485,-0.037015658,-0.014613025,-0.0043857107,0.019037155
0.04918519,0.05787977,0.044449843,0.07073763,0.06493312,0.047000136,0.060953096,-0.0754137,-0.005391631,0.03507951,0.06444544,0.06579724,0.034707338,0.03447864,0.06049285,0.05526031,0.07099495,0.0449839,0.06784936,0.05725716,0.042788774,0.009773242,0.033894334,0.043380518,0.047477797,0.030687237,0.039260305,0.07414204,0.07022191,0.017473802,0.058201335,0.028500745
0.037310377,0.013338544,0.033291854,0.014892229,0.014614844,0.05946305,0.02666529,0.0054856623,0.048255634,-0.0044872123,-0.020918574,-0.026995337,-0.008368575,0.04911632,-0.004886482,-0.03603282,-0.06244549,0.014678559,0.048194725,-0.04344226,-0.054549642,-0.030849462,0.010977814,-0.039333303,0.052247956,0.0045344247,-0.033940453,-0.014090979,0.007921069,0.06052692,0.057635278,-0.02099273
